Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Security Considerations for Internet of Things: A Survey,SN Computer Science,,1.0,4,10.1007/s42979-020-00201-3,Anca JurcutTiberiu NiculceaPasika RanaweeraNhien-An Le-Khac,2020,http://link.springer.com/article/10.1007/s42979-020-00201-3,Article
Our first review: an evaluation of effectiveness of root cause analysis recommendations in Hong Kong public hospitals,BMC Health Services Research,,20.0,1,10.1186/s12913-020-05356-6,Yick Ting A KwokAlastair PY MahKatherine MC Pang,2020,http://link.springer.com/article/10.1186/s12913-020-05356-6,Article
Automatic software refactoring: a systematic literature review,Software Quality Journal,,28.0,2,10.1007/s11219-019-09477-y,Abdulrahman Ahmed Bobakr BaqaisMohammad Alshayeb,2020,http://link.springer.com/article/10.1007/s11219-019-09477-y,Article
SP-J48: a novel optimization and machine-learning-based approach for solving complex problems: special application in software engineering for detecting code smells,Neural Computing and Applications,,32.0,11,10.1007/s00521-019-04175-z,Amandeep KaurSushma JainShivani Goel,2020,http://link.springer.com/article/10.1007/s00521-019-04175-z,Article
Algorithm selection for software validation based on graph kernels,Automated Software Engineering,,27.0,1 - 2,10.1007/s10515-020-00270-x,Cedric RichterEyke HüllermeierMarie-Christine JakobsHeike Wehrheim,2020,http://link.springer.com/article/10.1007/s10515-020-00270-x,Article
Quality attribute trade-offs in the embedded systems industry: an exploratory case study,Software Quality Journal,,28.0,2,10.1007/s11219-019-09478-x,Darius SasParis Avgeriou,2020,http://link.springer.com/article/10.1007/s11219-019-09478-x,Article
A systematic mapping study on best practices for domain-specific modeling,Software Quality Journal,,28.0,2,10.1007/s11219-019-09466-1,Gerald CzechMichael MoserJosef Pichler,2020,http://link.springer.com/article/10.1007/s11219-019-09466-1,Article
Blending under deconstruction,Annals of Mathematics and Artificial Intelligence,,88.0,5 - 6,10.1007/s10472-019-09654-6,Roberto ConfalonieriOliver Kutz,2020,http://link.springer.com/article/10.1007/s10472-019-09654-6,Article
Multi-criteria test cases selection for model transformations,Automated Software Engineering,,27.0,1 - 2,10.1007/s10515-020-00271-w,Bader AlkhaziChaima AbidMarouane KessentiniDorian LeroyManuel Wimmer,2020,http://link.springer.com/article/10.1007/s10515-020-00271-w,Article
How soon is now? Evidence of present bias from convex time budget experiments,Experimental Economics,,23.0,2,10.1007/s10683-019-09617-y,Uttara BalakrishnanJohannes HaushoferPamela Jakiela,2020,http://link.springer.com/article/10.1007/s10683-019-09617-y,Article
"Medical device usability: literature review, current status, and challenges",Research on Biomedical Engineering,,36.0,2,10.1007/s42600-019-00037-8,Marylene Sousa Guimarães RomaEuler de Vilhena Garcia,2020,http://link.springer.com/article/10.1007/s42600-019-00037-8,Article
Using Therbligs to embed intelligence in workpieces for digital assistive assembly,Journal of Ambient Intelligence and Humanized Computing,,11.0,6,10.1007/s12652-019-01294-2,J. OyekanW. HutabaratC. TurnerC. ArnoultA. Tiwari,2020,http://link.springer.com/article/10.1007/s12652-019-01294-2,Article
Designing Anthropomorphic Enterprise Conversational Agents,Business & Information Systems Engineering,,62.0,3,10.1007/s12599-020-00639-y,Stephan DiederichAlfred Benedikt BrendelLutz M. Kolbe,2020,http://link.springer.com/article/10.1007/s12599-020-00639-y,Article
Fungating Breast Cancer: Experience in Low and Middle Income Country,Indian Journal of Surgical Oncology,,11.0,2,10.1007/s13193-020-01040-7,Raouef Ahmed BichooSanjay Kumar YadavAnjali MishraPunita LalGyan ChandGaurav AgarwalAmit AgarwalSaroj K. Mishra,2020,http://link.springer.com/article/10.1007/s13193-020-01040-7,Article
Formal verification of cP systems using PAT3 and ProB,Journal of Membrane Computing,,2.0,2,10.1007/s41965-020-00036-0,Yezhou LiuRadu NicolescuJing Sun,2020,http://link.springer.com/article/10.1007/s41965-020-00036-0,Article
"Adolescents and Parents’  Perceptions of Condom Distribution in Selected Secondary Schools in the High Density Suburbs of Bulawayo, Zimbabwe",Sexuality & Culture,,24.0,3,10.1007/s12119-019-09642-2,Nicholas MudonhiWilfred Njabulo NunuBrighton NdlovuNkosana KhumaloOliver Dube,2020,http://link.springer.com/article/10.1007/s12119-019-09642-2,Article
Efficacy of aquatic therapy for neck pain: a systematic review,International Journal of Biometeorology,,64.0,6,10.1007/s00484-019-01738-6,Iluminada CorvilloFrancisco ArmijoAntonio Álvarez-BadilloOnica ArmijoEnrique VarelaFrancisco Maraver,2020,http://link.springer.com/article/10.1007/s00484-019-01738-6,Article
Antiseptics as adjuncts to scaling and root planing in the treatment of periodontitis: a systematic literature review,BMC Oral Health,,20.0,1,10.1186/s12903-020-01127-1,Egle RamanauskaiteVita Machiulskiene,2020,http://link.springer.com/article/10.1186/s12903-020-01127-1,Article
Learning a graph-based classifier for fault localization,Science China Information Sciences,,63.0,6,10.1007/s11432-019-2720-1,Hao ZhongHong Mei,2020,http://link.springer.com/article/10.1007/s11432-019-2720-1,Article
What kind of questions do developers ask on Stack Overflow? A comparison of automated approaches to classify posts into question categories,Empirical Software Engineering,,25.0,3,10.1007/s10664-019-09758-x,Stefanie BeyerChristian MachoMassimiliano Di PentaMartin Pinzger,2020,http://link.springer.com/article/10.1007/s10664-019-09758-x,Article
Better software analytics via “DUO”: Data mining algorithms using/used-by optimizers,Empirical Software Engineering,,25.0,3,10.1007/s10664-020-09808-9,Amritanshu AgrawalTim MenziesLeandro L. MinkuMarkus WagnerZhe Yu,2020,http://link.springer.com/article/10.1007/s10664-020-09808-9,Article
Guiding log revisions by learning from software evolution history,Empirical Software Engineering,,25.0,3,10.1007/s10664-019-09757-y,Shanshan LiXu NiuZhouyang JiaXiangke LiaoJi WangTao Li,2020,http://link.springer.com/article/10.1007/s10664-019-09757-y,Article
Investigating types and survivability of performance bugs in mobile apps,Empirical Software Engineering,,25.0,3,10.1007/s10664-019-09795-6,Alejandro Mazuera-RozoCatia TrubianiMario Linares-VásquezGabriele Bavota,2020,http://link.springer.com/article/10.1007/s10664-019-09795-6,Article
Measuring the impact of lexical and structural inconsistencies on developers’ cognitive load during bug localization,Empirical Software Engineering,,25.0,3,10.1007/s10664-019-09751-4,Sarah FakhouryDevjeet RoyYuzhan MaVenera ArnaoudovaOlusola Adesope,2020,http://link.springer.com/article/10.1007/s10664-019-09751-4,Article
Assessing the quality of mobile graphical user interfaces using multi-objective optimization,Soft Computing,,24.0,10,10.1007/s00500-019-04391-8,Makram SouiMabrouka ChouchaneMohamed Wiem MkaouerMarouane KessentiniKhaled Ghedira,2020,http://link.springer.com/article/10.1007/s00500-019-04391-8,Article
Practical relevance of software engineering research: synthesizing the community’s voice,Empirical Software Engineering,,25.0,3,10.1007/s10664-020-09803-0,Vahid GarousiMarkus BorgMarkku Oivo,2020,http://link.springer.com/article/10.1007/s10664-020-09803-0,Article
Third-party libraries in mobile apps,Empirical Software Engineering,,25.0,3,10.1007/s10664-019-09754-1,Pasquale SalzaFabio PalombaDario Di NucciAndrea De LuciaFilomena Ferrucci,2020,http://link.springer.com/article/10.1007/s10664-019-09754-1,Article
Local residents’ perception of landfill impacts in Palestine: the case of Zahrat Al-Finjan landfill,Journal of Material Cycles and Waste Management,,22.0,3,10.1007/s10163-019-00959-6,Majd M. SalahMajed I. Al-Sari’Issam A. Al-KhatibStamatia Kontogianni,2020,http://link.springer.com/article/10.1007/s10163-019-00959-6,Article
"GIS application for urban domestic wastewater treatment site selection in the Northern Ethiopia, Tigray Regional State: a case study in Mekelle City",Arabian Journal of Geosciences,,13.0,8,10.1007/s12517-020-5257-4,Amare GebreMedhin NigusseUkeubay Geiday AdhaneomGebrerufael Hailu KahsayAbadi Mehari AbrhaDesta Nigusse GebreAmanuel Gedey Weldearegay,2020,http://link.springer.com/article/10.1007/s12517-020-5257-4,Article
An exploratory study of the acceptability of indoor residual spraying for malaria control in upper western Ghana,BMC Public Health,,20.0,1,10.1186/s12889-020-08505-y,Vitalis Mwinyuri SuuronLillian MwanriGeorge TsourtosEbenezer Owusu-Addo,2020,http://link.springer.com/article/10.1186/s12889-020-08505-y,Article
Sexually transmitted disease among street dwellers in southern Ethiopia: a mixed methods study design,BMC Public Health,,20.0,1,10.1186/s12889-020-08584-x,Negash WakgariTerefe WoyoEmnet KebedeHirut GemedaSamson Gebremedhin,2020,http://link.springer.com/article/10.1186/s12889-020-08584-x,Article
Bad Smell Detection Using Machine Learning Techniques: A Systematic Literature Review,Arabian Journal for Science and Engineering,,45.0,4,10.1007/s13369-019-04311-w,Ahmed Al-ShaabyHamoud AljamaanMohammad Alshayeb,2020,http://link.springer.com/article/10.1007/s13369-019-04311-w,Article
Recovering Android Bad Smells from Android Applications,Arabian Journal for Science and Engineering,,45.0,4,10.1007/s13369-020-04365-1,Ghulam RasoolAzhar Ali,2020,http://link.springer.com/article/10.1007/s13369-020-04365-1,Article
Electronic Nose and Its Applications: A Survey,International Journal of Automation and Computing,,17.0,2,10.1007/s11633-019-1212-9,Diclehan KarakayaOguzhan UlucanMehmet Turkan,2020,http://link.springer.com/article/10.1007/s11633-019-1212-9,Article
A review of the application of component-based software development in open CNC systems,The International Journal of Advanced Manufacturing Technology,,107.0,9 - 10,10.1007/s00170-020-05258-1,Lisi LiuYingxue YaoJianguang Li,2020,http://link.springer.com/article/10.1007/s00170-020-05258-1,Article
"Exploring the landscape between synthetic and biosynthetic materials discovery: important considerations via systems connectivity, cooperation and scale-driven convergence in biomanufacturing",Biomanufacturing Reviews,,5.0,1,10.1007/s40898-020-0007-7,Sanjiv SonkariaVarsha Khare,2020,http://link.springer.com/article/10.1007/s40898-020-0007-7,Article
Cooling Behavior of A356 Alloy in Surfactant Quenching Medium,International Journal of Metalcasting,,14.0,2,10.1007/s40962-019-00386-1,Alper GünerenEsra Dokumacı,2020,http://link.springer.com/article/10.1007/s40962-019-00386-1,Article
Digital signature scheme for information non-repudiation in blockchain: a state of the art review,EURASIP Journal on Wireless Communications and Networking,,2020.0,1,10.1186/s13638-020-01665-w,Weidong FangWei ChenWuxiong ZhangJun PeiWeiwei GaoGuohui Wang,2020,http://link.springer.com/article/10.1186/s13638-020-01665-w,Article
An empirical characterization of bad practices in continuous integration,Empirical Software Engineering,,25.0,2,10.1007/s10664-019-09785-8,Fiorella ZampettiCarmine VassalloSebastiano PanichellaGerardo CanforaHarald GallMassimiliano Di Penta,2020,http://link.springer.com/article/10.1007/s10664-019-09785-8,Article
Performance-driven software development: an incremental refinement approach for high-quality requirement engineering,Requirements Engineering,,25.0,1,10.1007/s00766-019-00309-w,Maryam Nooraei Abadeh,2020,http://link.springer.com/article/10.1007/s00766-019-00309-w,Article
Large-scale graph processing systems: a survey,Frontiers of Information Technology & Electronic Engineering,,21.0,3,10.1631/FITEE.1900127,Ning LiuDong-sheng LiYi-ming ZhangXiong-lve Li,2020,http://link.springer.com/article/10.1631/FITEE.1900127,Article
Soft computing methods for multiobjective location of garbage accumulation points in smart cities,Annals of Mathematics and Artificial Intelligence,,88.0,1 - 3,10.1007/s10472-019-09647-5,Jamal ToutouhDiego RossitSergio Nesmachnow,2020,http://link.springer.com/article/10.1007/s10472-019-09647-5,Article
Headsprout: A Systematic Review of the Evidence,Journal of Behavioral Education,,29.0,1,10.1007/s10864-019-09345-6,Alexander M. RigneyMichael D. HixsonDaniel D. Drevon,2020,http://link.springer.com/article/10.1007/s10864-019-09345-6,Article
A methodology for solving facility layout problem considering barriers: genetic algorithm coupled with A* search,Journal of Intelligent Manufacturing,,31.0,3,10.1007/s10845-019-01468-x,Mariem BesbesMarc ZolghadriRoberta Costa AffonsoFaouzi MasmoudiMohamed Haddar,2020,http://link.springer.com/article/10.1007/s10845-019-01468-x,Article
Developing a visual perimetry test based on eye-tracking: proof of concept,Health and Technology,,10.0,2,10.1007/s12553-019-00366-9,Eduardo A. Martínez-GonzálezAlfonso AlbaMartin O. MéndezJorge Fernández-Wong,2020,http://link.springer.com/article/10.1007/s12553-019-00366-9,Article
Regulating Investment Robo-Advisors in China: Problems and Prospects,European Business Organization Law Review,,21.0,1,10.1007/s40804-020-00187-8,Li Guo,2020,http://link.springer.com/article/10.1007/s40804-020-00187-8,Article
Subjective expected utility with a spectral state space,Economic Theory,,69.0,2,10.1007/s00199-018-01173-5,Marcus Pivato,2020,http://link.springer.com/article/10.1007/s00199-018-01173-5,Article
Examining the factorial validity of the Quality of Life Scale,Health and Quality of Life Outcomes,,18.0,1,10.1186/s12955-020-01292-5,Ashley J. ReevesRussell T. BakerMadeline P. CasanovaScott W. CheathamMichael A. Pickering,2020,http://link.springer.com/article/10.1186/s12955-020-01292-5,Article
A bibliometric-based analysis of the high-value application of Chlorella,3 Biotech,,10.0,3,10.1007/s13205-020-2102-0,Ziliang ChengWeibao KongZiwen ChengHuifang QiShuling YangAimei ZhangShiquan Niu,2020,http://link.springer.com/article/10.1007/s13205-020-2102-0,Article
Sandpiper optimization algorithm: a novel approach for solving real-life engineering problems,Applied Intelligence,,50.0,2,10.1007/s10489-019-01507-3,Amandeep KaurSushma JainShivani Goel,2020,http://link.springer.com/article/10.1007/s10489-019-01507-3,Article
Diversity of graph models and graph generators in mutation testing,International Journal on Software Tools for Technology Transfer,,22.0,1,10.1007/s10009-019-00530-6,Oszkár SemeráthRebeka FarkasGábor BergmannDániel Varró,2020,http://link.springer.com/article/10.1007/s10009-019-00530-6,Article
Data Impact Analysis in Business Processes,Business & Information Systems Engineering,,62.0,1,10.1007/s12599-019-00611-5,Arava TsouryPnina SofferIris Reinhartz-Berger,2020,http://link.springer.com/article/10.1007/s12599-019-00611-5,Article
