Item type,Authors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Address,Proceedings title,Conference location,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Series,Sub-type,Book title,Edition
Conference Paper,"Ferreira M,Barbosa E,Macia I,Arcoverde R,Garcia A",Detecting Architecturally-Relevant Code Anomalies: A Case Study of Effectiveness and Effort,,2014,,,1158–1163,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 29th Annual ACM Symposium on Applied Computing,"Gyeongju, Republic of Korea",2014,9781450324694.0,,https://doi.org/10.1145/2554850.2555036;http://dx.doi.org/10.1145/2554850.2555036,10.1145/2554850.2555036,"Code anomalies are structural problems in the program. Even though they might represent symptoms of architecture degradation, several code anomalies do not contribute to this process. Source code inspection by developers might not support time-effective detection of architecturally-relevant anomalies in a program. Hence, they usually rely on multiple software metrics known to effectively detect code anomalies. However, there is still no empirical knowledge about the time effectiveness of metric-based strategies to detect architecturally-relevant anomalies. Given the longitudinal nature of this activity, we performed a first exploratory case study to address this gap. We compare metrics-based strategies with manual inspections made by the actual software developers. The study was conducted in the context of a legacy software system with 30K lines of code, 415 architectural elements, 210 versions, and embracing reengineering effort for almost 3 years. Effectiveness was assessed in terms of several quantitative and qualitative indicators. To measure the effort, we computed the amount of time used in several activities required to identify architecturally-relevant code anomalies. The results of our study shed light on potential effort reduction and effectiveness improvements of metrics-based strategies.","effectiveness, effort, code anomaly, architectural degeneration",SAC '14,,,
Conference Paper,"Gopalakrishnan G,Pillai S,Dhanju N",Collaboration in Offshore Software Projects: Practices and Challenges,,2009,,,225–228,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 2009 International Workshop on Intercultural Collaboration,"Palo Alto, California, USA",2009,9781605585024.0,,https://doi.org/10.1145/1499224.1499262;http://dx.doi.org/10.1145/1499224.1499262,10.1145/1499224.1499262,This paper presents the findings of a study that sought to explore key practices and challenges in offshore software project collaborations.,"distributed work, offshore software project, collaboration",IWIC '09,,,
Conference Paper,"Garousi V,Felderer M",Experience-Based Guidelines for Effective and Efficient Data Extraction in Systematic Reviews in Software Engineering,,2017,,,170–179,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 21st International Conference on Evaluation and Assessment in Software Engineering,"Karlskrona, Sweden",2017,9781450348041.0,,https://doi.org/10.1145/3084226.3084238;http://dx.doi.org/10.1145/3084226.3084238,10.1145/3084226.3084238,"To systematically collect evidence and to structure a given area in software engineering (SE), Systematic Literature Reviews (SLR) and Systematic Mapping (SM) studies have become common. Data extraction is one of the main phases (activities) when conducting an SM or an SLR, whose objective is to extract required data from the primary studies and to accurately record the information researchers need to answer the questions of the SM/SLR study. Based on experience in a large number of SM/SLR studies, we and many other researchers have found the data extraction in SLRs to be time consuming and error-prone, thus raising the real need for heuristics and guidelines for effective and efficient data extraction in these studies, especially to be learnt by junior and young researchers. As a 'guideline' paper, this paper contributes a synthesized list of challenges usually faced during SLRs' data extraction phase and the corresponding solutions (guidelines). For our synthesis, we consider two data sources: (1) the pool of 16 SLR studies in which the authors have been involved in, as well as (2) a review of challenges and guidelines in the existing literature. Our experience in utilizing the presented guidelines in the near past have helped our junior colleagues to conduct data extractions more effectively and efficiently.","research methodology, data extraction, SLR, systematic literature reviews, SM, empirical software engineering, Systematic mapping studies",EASE'17,,,
Conference Paper,"Fang Z,Han W,Li D,Guo Z,Guo D,Wang XS,Qian Z,Chen H",RevDroid: Code Analysis of the Side Effects after Dynamic Permission Revocation of Android Apps,,2016,,,747–758,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 11th ACM on Asia Conference on Computer and Communications Security,"Xi'an, China",2016,9781450342339.0,,https://doi.org/10.1145/2897845.2897914;http://dx.doi.org/10.1145/2897845.2897914,10.1145/2897845.2897914,"Dynamic revocation of permissions of installed Android applications has been gaining popularity, because of the increasing concern of security and privacy in the Android platform. However, applications often crash or misbehave when their permissions are revoked, rendering applications completely unusable. Even though Google has officially introduced the new permission mechanism in Android 6.0 to explicitly support dynamic permission revocation, the issue still exists. In this paper, we conduct an empirical study to understand the latest application practice post Android 6.0. Specifically, we design a practical tool, referred to as revDroid, to help us to empirically analyze how often the undesirable side effects, especially application crash, can occur in off-the-shelf Android applications. From the analysis of 248 popular applications from Google Play Store, revDroid finds out that 70% applications and 46% permission-relevant calls do not appropriately catch exceptions caused by permission revocation, while third-party libraries pay much more attention to permission revocation. We also use revDroid to analyze 132 recent malware samples. The result shows that only 27% malwares and 36% permission-relevant API calls of malwares fail to consider the permission revocation. In fact, many of them perform specialized handling of permission revocation to keep the core malicious logic running. Finally, revDroid can be used to help developers uncover the unhandled permission revocations during development time and greatly improve the application quality.","android security, revdroid, permission over-claim, permission revocation",ASIA CCS '16,,,
Conference Paper,"Bernius JP,Kovaleva A,Krusche S,Bruegge B",Towards the Automation of Grading Textual Student Submissions to Open-Ended Questions,,2020,,,61–70,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 4th European Conference on Software Engineering Education,"Seeon/Bavaria, Germany",2020,9781450377522.0,,https://doi.org/10.1145/3396802.3396805;http://dx.doi.org/10.1145/3396802.3396805,10.1145/3396802.3396805,"Growing student numbers at universities worldwide pose new challenges for instructors. Providing feedback to textual exercises is a challenge in large courses while being important for student's learning success. Exercise submissions and their grading are a primary and individual communication channel between instructors and students. The pure amount of submissions makes it impossible for a single instructor to provide regular feedback to large student bodies. Employing tutors in the process introduces new challenges. Feedback should be consistent and fair for all students. Additionally, interactive teaching models strive for real-time feedback and multiple submissions.We propose a support system for grading textual exercises using an automatic segment-based assessment concept. The system aims at providing suggestions to instructors by reusing previous comments as well as scores. The goal is to reduce the workload for instructors, while at the same time creating timely and consistent feedback to the students. We present the design and a prototypical implementation of an algorithm using topic modeling for segmenting the submissions into smaller blocks. Thereby, the system derives smaller units for assessment and allowing the creation of reusable and structured feedback.We have evaluated the algorithm qualitatively by comparing automatically produced segments with manually produced segments created by humans. The results show that the system can produce topically coherent segments. The segmentation algorithm based on topic modeling is superior to approaches purely based on syntax and punctuation.","Automatic Assessment, Assessment Support Systems, Software Engineering Education, Textual Exercise",ECSEE '20,,,
Conference Paper,"Yan J,Randell B",A Systematic Classification of Cheating in Online Games,,2005,,,1–9,Association for Computing Machinery,"New York, NY, USA",Proceedings of 4th ACM SIGCOMM Workshop on Network and System Support for Games,"Hawthorne, NY",2005,9781595931566.0,,https://doi.org/10.1145/1103599.1103606;http://dx.doi.org/10.1145/1103599.1103606,10.1145/1103599.1103606,"Cheating is rampant in current game play on the Internet. However, it is not as well understood as one might expect. In this paper, we summarize the various known methods of cheating, and we define a taxonomy of online game cheating with respect to the underlying vulnerability (what is exploited?), consequence (what type of failure can be achieved?) and the cheating principal (who is cheating?). This taxonomy provides a systematic introduction to the characteristics of cheats in online games and how they can arise. It is intended to be comprehensible and useful not only to security specialists, but also to game developers, operators and players who are less knowledgeable and experienced in security. One of our findings is that although cheating in online games is largely due to various security failures, the four traditional aspects of security -- confidentiality, integrity, availability and authenticity -- are insufficient to explain it. Instead, fairness becomes a vital additional aspect, and its enforcement provides a convincing perspective for understanding the role of security techniques in developing and operating online games.","security, cheating, taxonomy, online computer games",NetGames '05,,,
Journal Article,"Pollock L,Andrews J",ICSE 2005 Workshop Summary Third International Workshop on Dynamic Analysis (WODA 2005),SIGSOFT Softw. Eng. Notes,2005,30.0,4.0,1–2,Association for Computing Machinery,"New York, NY, USA",,,2005-07,,0163-5948,https://doi.org/10.1145/1082983.1082999;http://dx.doi.org/10.1145/1082983.1082999,10.1145/1082983.1082999,"Dynamic analysis techniques collect and examine information about program executions. Particularly combined with static analysis, results from dynamic analysis can have many uses in regard to developing robust and reliable large-scale software systems.",,,,,
Conference Paper,"Karmaker Santu SK,Sondhi P,Zhai C",Generative Feature Language Models for Mining Implicit Features from Customer Reviews,,2016,,,929–938,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,"Indianapolis, Indiana, USA",2016,9781450340731.0,,https://doi.org/10.1145/2983323.2983729;http://dx.doi.org/10.1145/2983323.2983729,10.1145/2983323.2983729,"Online customer reviews are very useful for both helping consumers make buying decisions on products or services and providing business intelligence. However, it is a challenge for people to manually digest all the opinions buried in large amounts of review data, raising the need for automatic opinion summarization and analysis. One fundamental challenge in automatic opinion summarization and analysis is to mine implicit features, i.e., recognizing the features implicitly mentioned (referred to) in a review sentence. Existing approaches require many ad hoc manual parameter tuning, and are thus hard to optimize or generalize; their evaluation has only been done with Chinese review data. In this paper, we propose a new approach based on generative feature language models that can mine the implicit features more effectively through unsupervised statistical learning. The parameters are optimized automatically using an Expectation-Maximization algorithm. We also created eight new data sets to facilitate evaluation of this task in English. Experimental results show that our proposed approach is very effective for assigning features to sentences that do not explicitly mention the features, and outperforms the existing algorithms by a large margin.","opinion analysis, review summarization, implicit feature mining, language models",CIKM '16,,,
Conference Paper,"Markiegi U,Arrieta A,Etxeberria L,Sagardui G",White-Box and Black-Box Test Quality Metrics for Configurable Simulation Models,,2019,,,211–214,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 23rd International Systems and Software Product Line Conference - Volume B,"Paris, France",2019,9781450366687.0,,https://doi.org/10.1145/3307630.3342396;http://dx.doi.org/10.1145/3307630.3342396,10.1145/3307630.3342396,"Simulation models are widely employed to model and simulate complex systems from different domains, such as automotive. These systems are becoming highly configurable to support different users' demands. Testing all of them is impracticable, and thus, cost-effective techniques are mandatory. Costs are usually attributed either to the time it takes to test a configurable system or to its monetary value. Nevertheless, for the case of test effectiveness several quality metrics can be found in the literature. This paper aims at proposing both black-box and white-box test quality metrics for configurable simulation models relying on 150% variability modeling approaches.","test quality metrics, product lines, simulation models",SPLC '19,,,
Conference Paper,"Stijlaart M,Zaytsev V",Towards a Taxonomy of Grammar Smells,,2017,,,43–54,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 10th ACM SIGPLAN International Conference on Software Language Engineering,"Vancouver, BC, Canada",2017,9781450355254.0,,https://doi.org/10.1145/3136014.3136035;http://dx.doi.org/10.1145/3136014.3136035,10.1145/3136014.3136035,"Any grammar engineer can tell a good grammar from a bad one, but there is no commonly accepted taxonomy of indicators of required grammar refactorings. One of the consequences of this lack of general smell taxonomy is the scarcity of tools to assess and improve the quality of grammars. By combining two lines of research — on smell detection and on grammar transformation — we have assembled a taxonomy of smells in grammars. As a pilot case, the detectors for identified smells were implemented for grammars in a broad sense and applied to the 641 grammars of the Grammar Zoo.","grammar engineering, smell detection",SLE 2017,,,
Conference Paper,"Fernández-Sánchez C,Garbajosa J,Vidal C,Yagüe A",An Analysis of Techniques and Methods for Technical Debt Management: A Reflection from the Architecture Perspective,,2015,,,22–28,IEEE Press,"Florence, Italy",Proceedings of the Second International Workshop on Software Architecture and Metrics,,2015,,,,,"Technical debt is a metaphor referring to the consequences of weak software development. Managing technical debt is necessary in order to keep it under control, and several techniques have been developed with the goal of accomplishing this. However, available techniques have grown disperse and managers lack guidance. This paper covers this gap by providing a systematic mapping of available techniques and methods for technical debt management, covering architectural debt, and identifying existing gaps that prevent to manage technical debt efficiently.",,SAM '15,,,
Conference Paper,"Smith CU,Williams LG",Software Performance Antipatterns,,2000,,,127–136,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 2nd International Workshop on Software and Performance,"Ottawa, Ontario, Canada",2000,9781581131956.0,,https://doi.org/10.1145/350391.350420;http://dx.doi.org/10.1145/350391.350420,10.1145/350391.350420,,,WOSP '00,,,
Journal Article,"Farahat A,Ebnenasir A",A Lightweight Method for Automated Design of Convergence in Network Protocols,ACM Trans. Auton. Adapt. Syst.,2012,7.0,4.0,,Association for Computing Machinery,"New York, NY, USA",,,2012-12,,1556-4665,https://doi.org/10.1145/2382570.2382574;http://dx.doi.org/10.1145/2382570.2382574,10.1145/2382570.2382574,"Design and verification of Self-Stabilizing (SS) network protocols are difficult tasks in part because of the convergence property that requires an SS protocol to recover to a set of legitimate states from any state in its state space. Once an SS protocol reaches a legitimate state, it remains in the set of legitimate states as long as there are no faults, called the closure property. Distribution issues exacerbate the design complexity of SS protocols as processes should collaborate and take local actions that result in global convergence. Most existing design techniques are manual, and mainly focus on protocols whose global state can be corrected if the local states of all processes are corrected, called the locally correctable protocols. After manual design, an SS protocol has to be verified for closure and convergence. Previous work observes that verifying SS protocols is a harder problem than designing them as developers have to ensure the correctness of closure and convergence functionalities and their noninterference. An algorithmic method for the design of convergence generates protocols that are correct by construction, thereby eliminating the need for verification.In order to facilitate the design of SS protocols, this article presents a lightweight method for algorithmic addition of convergence to finite-state nonstabilizing protocols, including nonlocally correctable protocols. The proposed method enables the reuse of design efforts in the development of different self-stabilizing protocols. Moreover, for the first time (to the best of our knowledge), this article presents an algorithmic method for the addition of convergence to symmetric protocols that consist of structurally similar processes. The proposed approach is supported by a software tool that automatically adds convergence to nonstabilizing protocols. We have used the proposed method/tool to automatically generate several self-stabilizing protocols with up to 40 processes (and 340 states) in a few minutes on a regular PC. Surprisingly, our tool has synthesized both protocols that are the same as their manually designed versions as well as alternative solutions for well-known problems in the literature (e.g., Dijkstra’s token ring, maximal matching, graph coloring, agreement and leader election in a ring). Moreover, the proposed method has helped us detect a design flaw in a manually designed self-stabilizing protocol.","self-stabilization, automated design, Fault tolerance",,,,
Conference Paper,"Weichbrodt N,Aublin PL,Kapitza R",Sgx-Perf: A Performance Analysis Tool for Intel SGX Enclaves,,2018,,,201–213,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 19th International Middleware Conference,"Rennes, France",2018,9781450357029.0,,https://doi.org/10.1145/3274808.3274824;http://dx.doi.org/10.1145/3274808.3274824,10.1145/3274808.3274824,"Novel trusted execution technologies such as Intel's Software Guard Extensions (SGX) are considered a cure to many security risks in clouds. This is achieved by offering trusted execution contexts, so called enclaves, that enable confidentiality and integrity protection of code and data even from privileged software and physical attacks. To utilise this new abstraction, Intel offers a dedicated Software Development Kit (SDK). While it is already used to build numerous applications, understanding the performance implications of SGX and the offered programming support is still in its infancy. This inevitably leads to time-consuming trial-and-error testing and poses the risk of poor performance.To enable the development of well-performing SGX-based applications, this paper makes the following three contributions: First, it summarises identified performance critical factors of SGX. Second, it presents sgx-perf, a collection of tools for high-level dynamic performance analysis of SGX-based applications. In particular, sgx-perf performs not only fined-grained profiling of performance critical events in enclaves but also offers recommendations on how to improve enclave performance. Third, it demonstrates how we used sgx-perf in four non-trivial SGX workloads to increase their performance by up to 2.16x.","Trusted Execution, Performance Profiling, Intel Software Guard Extensions",Middleware '18,,,
Conference Paper,"Cassee N,Pinto G,Castor F,Serebrenik A",How Swift Developers Handle Errors,,2018,,,292–302,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 15th International Conference on Mining Software Repositories,"Gothenburg, Sweden",2018,9781450357166.0,,https://doi.org/10.1145/3196398.3196428;http://dx.doi.org/10.1145/3196398.3196428,10.1145/3196398.3196428,"Swift is a new programming language developed by Apple as a replacement to Objective-C. It features a sophisticated error handling (EH) mechanism that provides the kind of separation of concerns afforded by exception handling mechanisms in other languages, while also including constructs to improve safety and maintainability. However, Swift also inherits a software development culture stemming from Objective-C being the de-facto standard programming language for Apple platforms for the last 15 years. It is, therefore, a priori unclear whether Swift developers embrace the novel EH mechanisms of the programming language or still rely on the old EH culture of Objective-C even working in Swift.In this paper, we study to what extent developers adhere to good practices exemplified by EH guidelines and tutorials, and what are the common bad EH practices particularly relevant to Swift code. Furthermore, we investigate whether perception of these practices differs between novices and experienced Swift developers.To answer these questions we employ a mixed-methods approach and combine 10 semi-structured interviews with Swift developers and quantitative analysis of 78,760 Swift 4 files extracted from 2,733 open-source GitHub repositories. Our findings indicate that there is ample opportunity to improve the way Swift developers use error handling mechanisms. For instance, some recommendations derived in this work are not well spread in the corpus of studied Swift projects. For example, generic catch handlers are common in Swift (even though it is not uncommon for them to share space with their counterparts: non empty catch handlers), custom, developerdefined error types are rare, and developers are mostly reactive when it comes to error handling, using Swift's constructs mostly to handle errors thrown by libraries, instead of throwing and handling application-specific errors.","swift, language feature usage, error handling",MSR '18,,,
Conference Paper,Rushby J,New Challenges in Certification for Aircraft Software,,2011,,,211–218,Association for Computing Machinery,"New York, NY, USA",Proceedings of the Ninth ACM International Conference on Embedded Software,"Taipei, Taiwan",2011,9781450307147.0,,https://doi.org/10.1145/2038642.2038675;http://dx.doi.org/10.1145/2038642.2038675,10.1145/2038642.2038675,"We outline the current approach to certification of aircraft software, and the role of DO-178B. We consider evidence for its effectiveness and discuss possible explanations for this. We then describe how changes in aircraft systems and in the air traffic system pose new challenges for certification, chiefly by increasing the extent of interaction and integration.","certification, do-178b, formal methods",EMSOFT '11,,,
Conference Paper,"Filieri A,Grunske L,Leva A",Lightweight Adaptive Filtering for Efficient Learning and Updating of Probabilistic Models,,2015,,,200–211,IEEE Press,"Florence, Italy",Proceedings of the 37th International Conference on Software Engineering - Volume 1,,2015,9781479919345.0,,,,"Adaptive software systems are designed to cope with unpredictable and evolving usage behaviors and environmental conditions. For these systems reasoning mechanisms are needed to drive evolution, which are usually based on models capturing relevant aspects of the running software. The continuous update of these models in evolving environments requires efficient learning procedures, having low overhead and being robust to changes. Most of the available approaches achieve one of these goals at the price of the other. In this paper we propose a lightweight adaptive filter to accurately learn time-varying transition probabilities of discrete time Markov models, which provides robustness to noise and fast adaptation to changes with a very low overhead. A formal stability, unbiasedness and consistency assessment of the learning approach is provided, as well as an experimental comparison with state-of-the-art alternatives.",,ICSE '15,,,
Conference Paper,"Sousa L,Cedrim D,Garcia A,Oizumi W,Bibiano AC,Oliveira D,Kim M,Oliveira A","Characterizing and Identifying Composite Refactorings: Concepts, Heuristics and Patterns",,2020,,,186–197,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 17th International Conference on Mining Software Repositories,"Seoul, Republic of Korea",2020,9781450375177.0,,https://doi.org/10.1145/3379597.3387477;http://dx.doi.org/10.1145/3379597.3387477,10.1145/3379597.3387477,"Refactoring consists of a transformation applied to improve the program internal structure, for instance, by contributing to remove code smells. Developers often apply multiple interrelated refactorings called composite refactoring. Even though composite refactoring is a common practice, an investigation from different points of view on how composite refactoring manifests in practice is missing. Previous empirical studies also neglect how different kinds of composite refactorings affect the removal, prevalence or introduction of smells. To address these matters, we provide a conceptual framework and two heuristics to respectively characterize and identify composite refactorings within and across commits. Then, we mined the commit history of 48 GitHub software projects. We identified and analyzed 24,911 composite refactorings involving 104,505 single refactorings. Amongst several findings, we observed that most composite refactorings occur in the same commit and have the same refactoring type. We found that several refactorings are semantically related to each other, which occur in different parts of the system but are still related to the same task. Our study is the first to reveal that many smells are introduced in a program due to ""incomplete"" composite refactorings. Our study is also the first to reveal 111 patterns of composite refactorings that frequently introduce or remove certain smell types. These patterns can be used as guidelines for developers to improve their refactoring practices as well as for designers of recommender systems.",,MSR '20,,,
Conference Paper,"Gaber I,Kirsh A",The Effect of Reporting Known Issues on Students' Work,,2018,,,74–79,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 49th ACM Technical Symposium on Computer Science Education,"Baltimore, Maryland, USA",2018,9781450351034.0,,https://doi.org/10.1145/3159450.3159456;http://dx.doi.org/10.1145/3159450.3159456,10.1145/3159450.3159456,"Students in Computer Science programming courses often have difficulty with coding, which results in flawed exercises. We asked students working on programming exercises to report known defects in their submission. We distinguish between three types of defects: bugs in the program, missing features, and poorly written code. Results show that students detect and report missing features and bugs quite accurately (59% of the bugs and 61% of the missing features were reported), but they are much less aware of the quality of their code (only 28% of the code issues were reported). After comparing their grades to the grades of the previous year we argue that the request to report defects helps student in submitting exercises with fewer bugs. Finally, the students affirmed that the request to report defects helped them in detecting problems and improved their time management.","students' exercises, software defects, code quality, students perception, known issues, object-oriented course",SIGCSE '18,,,
Journal Article,"Seaman C,Nord RL,Kruchten P,Ozkaya I",Technical Debt: Beyond Definition to Understanding Report on the Sixth International Workshop on Managing Technical Debt,SIGSOFT Softw. Eng. Notes,2015,40.0,2.0,32–34,Association for Computing Machinery,"New York, NY, USA",,,2015-04,,0163-5948,https://doi.org/10.1145/2735399.2735419;http://dx.doi.org/10.1145/2735399.2735419,10.1145/2735399.2735419,"We report here on the Sixth International Workshop on Managing Technical Debt, collocated with the International Conference on Software Maintenance and Evolution (ICSME 2014). The major themes of discussion this year indicate a growing maturity in this area of investigation and the desire to move beyond definitional issues to impact.","software quality, software evolution, software economics, technical debt",,,,
Conference Paper,"Brasileiro F,Almeida JP,Carvalho VA,Guizzardi G",Applying a Multi-Level Modeling Theory to Assess Taxonomic Hierarchies in Wikidata,,2016,,,975–980,International World Wide Web Conferences Steering Committee,"Republic and Canton of Geneva, CHE",Proceedings of the 25th International Conference Companion on World Wide Web,"Montréal, Québec, Canada",2016,9781450341448.0,,https://doi.org/10.1145/2872518.2891117;http://dx.doi.org/10.1145/2872518.2891117,10.1145/2872518.2891117,"Wikidata captures structured data on a number of subject domains, managing, among others, the information underlying Wikipedia and other Wikimedia projects. Wikidata serves as a repository of structured data, whose purpose is to support the consistent sharing and linking of data on the Web. To support these purposes, it is key that Wikidata is built on consistent data models and representation schemas, which are constructed and managed in a collaborative platform. In this paper, we address the quality of taxonomic hierarchies in Wikidata. We focus on taxonomic hierarchies with entities at different classification levels (particular individuals, types of individuals, types of types of individuals, etc.). We use an axiomatic theory for multi-level modeling to analyze current Wikidata content, and identify a significant number of problematic classification and taxonomic statements. The problems seem to arise from an inadequate use of instantiation and subclassing in certain Wikidata hierarchies.","metamodeling, multi-level modeling, wikidata, taxonomies",WWW '16 Companion,,,
Conference Paper,"Fontana FA,Mangiacavalli M,Pochiero D,Zanoni M",On Experimenting Refactoring Tools to Remove Code Smells,,2015,,,,Association for Computing Machinery,"New York, NY, USA",Scientific Workshop Proceedings of the XP2015,"Helsinki, Finland",2015,9781450334099.0,,https://doi.org/10.1145/2764979.2764986;http://dx.doi.org/10.1145/2764979.2764986,10.1145/2764979.2764986,"When we develop a software project of a certain complexity, source code maintainability could become a problem, in particular if developers do not use a consolidate development process that simplifies the management of the entire project. When source code becomes very complex, it is difficult for developers to share and modify it. We can improve internal software qualities such as reusability, maintainability and readability through refactoring. Refactoring can be applied to remove possible problems in the code, as code smells. Identifying code smells and removing them through refactoring results in better code maintainability, but it can be an overwhelming task. In this paper, we describe our experimentation on using four refactoring tools to remove code smells in four systems, with the aim to outline advantages and disadvantages of the tools with respect to the accomplishment of this task, and to identify the smells easier to be removed among the ones we considered in this paper.","refactoring, code smells",XP '15 workshops,,,
Conference Paper,Catolino G,Does Source Code Quality Reflect the Ratings of Apps?,,2018,,,43–44,Association for Computing Machinery,"New York, NY, USA",Proceedings of the 5th International Conference on Mobile Software Engineering and Systems,"Gothenburg, Sweden",2018,9781450357128.0,,https://doi.org/10.1145/3197231.3198447;http://dx.doi.org/10.1145/3197231.3198447,10.1145/3197231.3198447,"In the past, bad code quality has been associated with higher bugproneness. At the same time, the main reason why mobile users negatively rate an app is due to the presence of bugs leading to crashes. In this paper, we preliminarily investigate the extent to which code quality metrics can be exploited to predict the commercial success of mobile apps. Key results suggest the existence of a relation between code quality and commercial success; We found that inheritance and information hiding metrics represent important indicators and therefore should be carefully monitored by developers.","mobile applications, metrics, software quality",MOBILESoft '18,,,
Conference Paper,"Islam JF,Mondal M,Roy CK,Schneider KA",Comparing Bug Replication in Regular and Micro Code Clones,,2019,,,81–92,IEEE Press,"Montreal, Quebec, Canada",Proceedings of the 27th International Conference on Program Comprehension,,2019,,,https://doi.org/10.1109/ICPC.2019.00022;http://dx.doi.org/10.1109/ICPC.2019.00022,10.1109/ICPC.2019.00022,"Copying and pasting source code during software development is known as code cloning. Clone fragments with a minimum size of 5 LOC were usually considered in previous studies. In recent studies, clone fragments which are less than 5 LOC are referred as micro-clones. It has been established by the literature that code clones are closely related with software bugs as well as bug replication. None of the previous studies have been conducted on bug-replication of micro-clones. In this paper we investigate and compare bug-replication in between regular and micro-clones. For the purpose of our investigation, we analyze the evolutionary history of our subject systems and identify occurrences of similarity preserving co-changes (SPCOs) in both regular and micro-clones where they experienced bug-fixes. From our experiment on thousands of revisions of six diverse subject systems written in three different programming languages, C, C# and Java we find that the percentage of clone fragments that take part in bug-replication is often higher in micro-clones than in regular code clones. The percentage of bugs that get replicated in micro-clones is almost the same as the percentage in regular clones. Finally, both regular and micro-clones have similar tendencies of replicating severe bugs according to our experiment. Thus, micro-clones in a code-base should not be ignored. We should rather consider these equally important as of the regular clones when making clone management decisions.","severe bugs, micro-clones, replicated bugs, code clones",ICPC '19,,,
Journal Article,"Afanasov M,Mottola L,Ghezzi C",Software Adaptation in Wireless Sensor Networks,ACM Trans. Auton. Adapt. Syst.,2018,12.0,4.0,,Association for Computing Machinery,"New York, NY, USA",,,2018-01,,1556-4665,https://doi.org/10.1145/3145453;http://dx.doi.org/10.1145/3145453,10.1145/3145453,"We present design concepts, programming constructs, and automatic verification techniques to support the development of adaptive Wireless Sensor Network (WSN) software. WSNs operate at the interface between the physical world and the computing machine and are hence exposed to unpredictable environment dynamics. WSN software must adapt to these dynamics to maintain dependable and efficient operation. However, developers are left without proper support to develop adaptive functionality in WSN software. Our work fills this gap with three key contributions: (i) design concepts help developers organize the necessary adaptive functionality and understand their relations, (ii) dedicated programming constructs simplify the implementations, (iii) custom verification techniques allow developers to check the correctness of their design before deployment. We implement dedicated tool support to tie the three contributions, facilitating their practical application. Our evaluation considers representative WSN applications to analyze code metrics, synthetic simulations, and cycle-accurate emulation of popular WSN platforms. The results indicate that our work is effective in simplifying the development of adaptive WSN software; for example, implementations are provably easier to test and to maintain, the run-time overhead of our dedicated programming constructs is negligible, and our verification techniques return results in a matter of seconds.","context-oriented programming, Wireless sensor networks, software adaptation",,,,
Conference Paper,"Serebryany K,Iskhodzhanov T",ThreadSanitizer: Data Race Detection in Practice,,2009,,,62–71,Association for Computing Machinery,"New York, NY, USA",Proceedings of the Workshop on Binary Instrumentation and Applications,"New York, New York, USA",2009,9781605587936.0,,https://doi.org/10.1145/1791194.1791203;http://dx.doi.org/10.1145/1791194.1791203,10.1145/1791194.1791203,Data races are a particularly unpleasant kind of threading bugs. They are hard to find and reproduce -- you may not observe a bug during the entire testing cycle and will only see it in production as rare unexplainable failures. This paper presents ThreadSanitizer -- a dynamic detector of data races. We describe the hybrid algorithm (based on happens-before and locksets) used in the detector. We introduce what we call dynamic annotations -- a sort of race detection API that allows a user to inform the detector about any tricky synchronization in the user program. Various practical aspects of using ThreadSanitizer for testing multithreaded C++ code at Google are also discussed.,"Valgrind, testing, dynamic data race detection, concurrency bugs",WBIA '09,,,
Conference Paper,"Favato D,Ishitani D,Oliveira J,Figueiredo E",Linus's Law: More Eyes Fewer Flaws in Open Source Projects,,2019,,,69–78,Association for Computing Machinery,"New York, NY, USA",Proceedings of the XVIII Brazilian Symposium on Software Quality,"Fortaleza, Brazil",2019,9781450372824.0,,https://doi.org/10.1145/3364641.3364650;http://dx.doi.org/10.1145/3364641.3364650,10.1145/3364641.3364650,"Linus's Law states that ""given enough eyeballs, all bugs are shallow"". In other words, given a large enough number of developers, almost every programming flaw is characterized and fixed quickly. Although there is much debate about this subject, we still lack empirical evidence to support this law. Given that this theme has, and still is, motivating business decisions in software development, we investigate the implications of Linus's Law in two empirical studies on open source projects mined from GitHub. In the first pilot study, we mined seven popular Java projects from GitHub and investigated the correlation between committers and programming flaws in source code files. Results of this pilot study suggest a positive correlation between the number of developers and programming flaws. We cross-validate these results in a second study with almost one hundred Python projects from GitHub. In this second study, we analyzed the correlation between the number of forks - i.e., a proxy for number of developers - and programming flaws identified in projects. In both studies, programming flaws were detected by using static code analysis tools. As a result of the second study, we could not observe a correlation between the number of developers and the number of programming flaws in Python projects. From both studies we conclude that we were unable to find evidence to support the Linus's Law.","python, software quality, Linus's law, java",SBQS'19,,,
