,Title,Authors,Year,Repository
707,Identification of probe request attacks in WLANs using neural networks,Deepthi N. RatnayakeHassan B. KazemianSyed A. Yusuf,2014,Springer
708,A case study on consistency management of business and IT process models in banking,Moisés Castelo BrancoYingfei XiongKrzysztof CzarneckiJochen KüsterHagen Völzer,2014,Springer
709,Identifying extract class refactoring opportunities for internetware,Lin ChenJu QianYuMing ZhouPeng WangBaoWen Xu,2014,Springer
710,Evidence-driven decision support in critical infrastructure management through enhanced domain knowledge modeling,Seok-Won Lee,2014,Springer
711,"Synthesis, Crystal Structure, Vibrational Spectra, Optical Properties and Thermal Analysis of a New Chlorocadmate Templated by 1-(2-Ammoniumethyl) Piperazinium",Melek HajjiAmel GharbiTaha Guerfel,2014,Springer
712,An Enhanced Biometric Authentication Scheme for Telecare Medicine Information Systems with Nonce Using Chaotic Hash Function,Ashok Kumar DasAdrijit Goswami,2014,Springer
713,On using machine learning to automatically classify software applications into domain categories,Mario Linares-VásquezCollin McMillanDenys PoshyvanykMark Grechanik,2014,Springer
714,Rule-based detection of design patterns in program code,Awny AlnusairTian ZhaoGongjun Yan,2014,Springer
715,"Cloud-hosted databases: technologies, challenges and opportunities",Sherif Sakr,2014,Springer
716,The validity of the Dutch Eating Behavior Questionnaire: some critical remarks,S. E. DomoffM. R. MeersA. M. KoballD. R. Musher-Eizenman,2014,Springer
717,Calcium Supplementation: Is Protecting Against Osteoporosis Counter to Protecting against Cardiovascular Disease?,Connie M. Weaver,2014,Springer
718,Interactive contribution of serine/threonine kinase 39 gene multiple polymorphisms to hypertension among northeastern Han Chinese,Hongye ZhaoYue QiYuefei WangYanli WangChangzhu LuYu XiaoBin WangWenquan Niu,2014,Springer
719,"Laboratory and field evaluation of the impact of washings on the effectiveness of LifeNet®, Olyset® and PermaNet® 2.0 in two areas, where there is a high level of resistance of Anopheles gambiae to pyrethroids, Benin, West Africa",Fiacre R AgossaGil G PadonouVirgile GnanguenonFrédéric Oké-AgboJacques Zola-SahossiHorace DègnonviAlbert SalakoMichel SèzonlinMartin C Akogbéto,2014,Springer
720,The challenge to avoid anti-malarial medicine stock-outs in an era of funding partners: the case of Tanzania,Inez Mikkelsen-LopezWinna ShangoJim BarringtonRene ZieglerTom SmithDon deSavigny,2014,Springer
721,"Indigenous knowledge, use and on-farm management of enset (Ensete ventricosum (Welw.) Cheesman) diversity in Wolaita, Southern Ethiopia",Temesgen Magule OlangoBizuayehu TesfayeMarcello CatellaniMario Enrico Pè,2014,Springer
722,Automated pattern-directed refactoring for complex conditional statements,Wei Liu 刘伟Zhi-gang Hu 胡志刚Hong-tao Liu 刘宏韬Liu Yang 杨柳,2014,Springer
723,"Urgency for sustainable development in coastal urban areas with reference to weather pattern, land use, and water quality",A. M. SheelaJ. LethaK. SwarnalathaK. V. BaijuDivya Sankar,2014,Springer
724,Tunnelling and Hydrogeological Issues: A Short Review of the Current State of the Art,Massimo ColiAlice Pinzani,2014,Springer
725,Developing a Mold and a Method for Compacting Tungsten Powders and Tungsten-Based Composite Powders,L. A. BarkovS. A. MymrinM. N. SamodurovaV. A. Ivanov,2014,Springer
726,Approval of High-Risk Medical Devices in the US: Implications for Clinical Cardiology,Benjamin N. RomeDaniel B. KramerAaron S. Kesselheim,2014,Springer
727,"Establishing flight software reliability: testing, model checking, constraint-solving, monitoring and learning",Alex GroceKlaus HavelundGerard HolzmannRajeev JoshiRu-Gang Xu,2014,Springer
728,Expanding GREENSCOPE beyond the gate: a green chemistry and life cycle perspective,Gerardo J. Ruiz-MercadoMichael A. GonzalezRaymond L. Smith,2014,Springer
729,Influence of Gestational Age and Body Weight on the Pharmacokinetics of Labetalol in Pregnancy,James H. FischerGloria E. SartoJennifer HardmanLoraine EndresThomas M. JenkinsSarah J. KilpatrickHyunyoung JeongStacie GellerKelly DeyoPatricia A. FischerKeith A. Rodvold,2014,Springer
730,Intimate Partner Violence and Symptoms of Sexually Transmitted Infections: Are the Women from Low Socio-economic Strata in Bangladesh at Increased Risk,Mosiur RahmanKeiko NakamuraKaoruko SeinoMasashi Kizuki,2014,Springer
731,Usability Evaluation of Laboratory and Radiology Information Systems Integrated into a Hospital Information System,Ehsan NabovatiHasan Vakili-ArkiSaeid EslamiReza Khajouei,2014,Springer
732,BugMaps-Granger: a tool for visualizing and predicting bugs using Granger causality tests,Cesar CoutoMarco Tulio ValentePedro PiresAndre HoraNicolas AnquetilRoberto S Bigonha,2014,Springer
733,Use of comparative effectiveness research for similar Chinese patent medicine for angina pectoris of coronary heart disease: a new approach based on patient-important outcomes,Hongbo CaoJingbo ZhaiWei MuXiang LeiHongxia CaoChunxiang LiuHongcai Shang,2014,Springer
734,Evaluating security and usability of profile based challenge questions authentication in online examinations,Abrar UllahHannan XiaoTrevor BarkerMariana Lilley,2014,Springer
735,Investigating the evolution of code smells in object-oriented systems,Alexander ChatzigeorgiouAnastasios Manakos,2014,Springer
736,Nuclear Product Design Knowledge System Based on FMEA Method in New Product Development,Zhenyong WuX. G. MingWenyan SongBaoting ZhuZhitao Xu,2014,Springer
737,Return visits: a review of how Web site design can engender visitor loyalty,Dianne Cyr,2014,Springer
738,Governance of forest conservation and co-benefits for Bangladesh under changing climate,Ronju AhammadMohammed Kamal HossainPanna Husnain,2014,Springer
739,An approach for modeling and detecting software performance antipatterns based on first-order logics,Vittorio CortellessaAntinisca Di MarcoCatia Trubiani,2014,Springer
740,DropsBox: the Dresden Open Software Toolbox,Uwe AßmannAndreas BarthoChristoff BürgerSebastian CechBirgit DemuthFlorian HeidenreichJendrik JohannesSven KarolJan PolowinskiJan ReimannJulia SchroeterMirko SeifertMichael ThieleChristian WendeClaas Wilke,2014,Springer
741,Product and process patterns for agent-based modelling and simulation,M J NorthC M Macal,2014,Springer
742,Anti-unification for Unranked Terms and Hedges,Temur KutsiaJordi LevyMateu Villaret,2014,Springer
743,The Implications of Post-coital Intravaginal Cleansing for the Introduction of Vaginal Microbicides in South Africa,Mitzy GafosRobert PoolMisiwe Adelaide MzimelaHlengiwe Beauty NdlovuSheena McCormackJonathan Elford,2014,Springer
744,Comments on Selected Recent Dysphagia Literature,Clarence T. SasakiSteven B. Leder,2014,Springer
745,Distilling structure in Taverna scientific workflows: a refactoring approach,Sarah Cohen-BoulakiaJiuqiang ChenPaolo MissierCarole GobleAlan R WilliamsChristine Froidevaux,2014,Springer
746,NETTAB 2012 on 'Integrated Bio-Search',Paolo RomanoFrédérique LisacekMarco Masseroli,2014,Springer
747,Mind the gaps: a qualitative study of perceptions of healthcare professionals on challenges and proposed remedies for cervical cancer help-seeking in post conflict northern Uganda,Amos D MwakaHenry R WabingaHarriet Mayanja-Kizza,2013,Springer
748,Association of homocysteine with type 2 diabetes: a meta-analysis implementing Mendelian randomization approach,Tao HuangJingJing RenJinyan HuangDuo Li,2013,Springer
749,What you like in design use to correct bad-smells,Marouane KessentiniRim MahaouachiKhaled Ghedira,2013,Springer
750,Adoption and use of Java generics,Chris ParninChristian BirdEmerson Murphy-Hill,2013,Springer
751,Interconnecting Federated Clouds by Using Publish-Subscribe Service,Christian EspositoMassimo FiccoFrancesco PalmieriAniello Castiglione,2013,Springer
752,Administration and Environment Considerations in Computer-Based Sports-Concussion Assessment,Annalise A. M. Rahman-FilipiakJohn L. Woodard,2013,Springer
753,Online Testable Approaches in Reversible Logic,N. M. NayeemJ. E. Rice,2013,Springer
754,"Isolation, screening and identification of antagonistic downy mildew endophytic bacteria from cucumber",Zhan-Bin SunXing-Fang YuanHui ZhangLei-Fei WuChen LiangYong-Jun Feng,2013,Springer
755,Helminth infection in southern Laos: high prevalence and low awareness,Khampheng PhongluxaVilavanh XayasengYouthanavanh VonghachackKongsap AkkhavongPeter van EeuwijkPeter Odermatt,2013,Springer
756,A Hierarchical Group Decision-Making Approach for New Product Selection in a Fuzzy Environment,S. Meysam MousaviS. Ali TorabiReza Tavakkoli-Moghaddam,2013,Springer
757,"Measurement properties of the QuickDASH (Disabilities of the Arm, Shoulder and Hand) outcome measure and cross-cultural adaptations of the QuickDASH: a systematic review",Carol A. KennedyDorcas E. BeatonPeter SmithDwayne Van EerdKenneth TangTaucha InrigSheilah Hogg-JohnsonDenise LintonRachel Couban,2013,Springer
758,"Crystal Structure, Thermal Analysis, IR and Raman Spectroscopic Investigations of (C8H22N2)(AsO2(OH)2)2",Wafa AmamouTaha GuerfelTahar Mhiri,2013,Springer
759,Performance of a field-scale permeable reactive barrier based on organic substrate and zero-valent iron for in situ remediation of acid mine drainage,Oriol GibertJosé Luis CortinaJoan de PabloCarlos Ayora,2013,Springer
760,Bicompartmental knee arthroplasty of the patellofemoral and medial compartments,Emmanuel ThienpontAndrew Price,2013,Springer
761,On the impact of software evolution on software clustering,Fabian BeckStephan Diehl,2013,Springer
762,Economic Analysis of a Multi-Site Prevention Program: Assessment of Program Costs and Characterizing Site-level Variability,Phaedra S. CorsoJustin B. IngelsSteven M. KoganE. Michael FosterYi-Fu ChenGene H. Brody,2013,Springer
763,Susceptibility gene search for nephropathy and related traits in Mexican–Americans,Farook ThameemIssa A. KawalitSharon G. AdlerHanna E. Abboud,2013,Springer
764,The Impact of Internet-Banking on Brick and Mortar Branches: The Case of Turkey,Ceylan OnayEmre Ozsoz,2013,Springer
765,GMOs in animal agriculture: time to consider both costs and benefits in regulatory evaluations,Alison L Van Eenennaam,2013,Springer
766,"The context and practice of handwashing among new mothers in Serang, Indonesia: a formative research study",Katie GreenlandEndang IradatiAbigael AtiYanti Yulianti MaskoenRobert Aunger,2013,Springer
767,An Improved and Effective Secure Password-Based Authentication and Key Agreement Scheme Using Smart Cards for the Telecare Medicine Information System,Ashok Kumar DasBezawada Bruhadeshwar,2013,Springer
768,INTERNATIONAL SOCIETY OF PHARMACOVIGILANCE,,2013,Springer
769,A framework for semi-automated software evolution analysis composition,Giacomo GhezziHarald C. Gall,2013,Springer
770,Could millisecond timing errors in commonly used equipment be a cause of replication failure in some neuroscience studies?,Richard R. PlantPhilip T. Quinlan,2013,Springer
771,Architectural scoring framework for the creation and evaluation of System-Aware Cyber Security solutions,Rick A. JonesBarbara A. LuckettPeter A. BelingBarry M. Horowitz,2013,Springer
772,Failure of Engineering Artifacts: A Life Cycle Approach,Luca Del Frate,2013,Springer
773,"Solution of the Propeller Conjecture in 
                
                  
                $$\mathbb R ^3$$
                    
                      R
                      3",Steven HeilmanAukosh JagannathAssaf Naor,2013,Springer
774,High Prevalence of Adverse Reactions to Metal Debris in Small-headed ASR™ Hips,"Aleksi Reito MDTimo Puolakka MD, PhDPetra Elo MD, PhDJorma Pajamäki MD, PhDAntti Eskelinen MD, PhD",2013,Springer
775,A method for thermal performance modeling and simulation of machine tools,Jianfu ZhangPingfa FengChuang ChenDingwen YuZhijun Wu,2013,Springer
776,"Impact of lateral force-resisting system and design/construction practices on seismic performance and cost of tall buildings in Dubai, UAE",Mohammad AlHamaydehKhaled GalalSherif Yehia,2013,Springer
777,Non-communicable disease epidemic: epidemiology in action (EuroEpi 2013 and NordicEpi 2013),Rumi TsukinokiYoshitaka Murakami,2013,Springer
778,Using error abstraction and classification to improve requirement quality: conclusions from a family of four empirical studies,Gursimran S. WaliaJeffrey C. Carver,2013,Springer
779,Game physics analysis and development — a quality-driven approach using the Entity Component Pattern,Christopher ReillyKevin Chalmers,2013,Springer
780,Software architecture-based analysis and testing: a look into achievements and future challenges,Antonia BertolinoPaola InverardiHenry Muccini,2013,Springer
781,Modeling and visualizing object-oriented programs with Codecharts,A. H. EdenE. GasparisJ. NicholsonR. Kazman,2013,Springer
782,A DEA Approach to Measure the Quality-of-Life in the Municipalities of the Canary Islands,Juan Carlos MartínCira Mendoza,2013,Springer
783,Business and Information Systems Engineering Programs at Universities and Fachhochschulen – Convergence or Differentiation?,Prof. Dr. Peter LoosRosemarie ClarnerProf. Dr. Frank HermannProf. Dr. Thomas HessProf. Dr. Andreas GadatschProf. Dr. Elmar Sinz,2013,Springer
784,Evaluating Player Strategies in the Design of a Hot Hand Game,Paul Williams PhDDr Keith NesbittDr. Ami EidelsMark WashburnDr David Cornforth,2013,Springer
785,Adverse birth outcomes in the vicinity of industrial installations in Spain 2004–2008,Adela CastellóIsabel RíoJavier García-PérezPablo Fernández-NavarroLance A. WallerJulie A. ClennonFrancisco BolúmarGonzalo López-Abente,2013,Springer
786,A tool environment for quality assurance based on the Eclipse Modeling Framework,Thorsten ArendtGabriele Taentzer,2013,Springer
787,"A multiple case study of design pattern decay, grime, and rot in evolving software systems",Clemente IzurietaJames M. Bieman,2013,Springer
788,Design and evaluation of the ModelHealth toolchain for continuity of care web services,Ståle Walderhaug,2013,Springer
789,Static correspondence and correlation between field defects and warnings reported by a bug finding tool,Cesar CoutoJoão Eduardo MontandonChristofer SilvaMarco Tulio Valente,2013,Springer
790,“A framework for development of secure software”,Kakali ChatterjeeDaya GuptaAsok De,2013,Springer
791,The effects of dementia care mapping on nursing home residents’ quality of life and staff attitudes: design of the quasi-experimental study Leben-QD II,Margareta HalekMartin Nikolaus DichterTina QuasdorfChristine RiesnerSabine Bartholomeyczik,2013,Springer
792,Abilities in chemistry and possibilities of their diagnosing,G. V. Lisichkin,2013,Springer
793,Using the Chernobyl Incident to Teach Engineering Ethics,William R. Wilson,2013,Springer
794,Autonomous Weapons and Distributed Responsibility,Marcus Schulzke,2013,Springer
795,A Dynamic Logic for deductive verification of multi-threaded programs,Bernhard BeckertVladimir Klebanov,2013,Springer
796,Targeted versus tailored multimedia patient engagement to enhance depression recognition and treatment in primary care: randomized controlled trial protocol for the AMEP2 study,Daniel J TancrediChristina K SleeAnthony JerantPeter FranksJasmine NettiksimmonsCamille CipriDustin GottfeldJulia HuertaMitchell D FeldmanMaja Jackson-TricheSteven Kelly-ReifAndrew HudnutSarah OlsonJanie SheltonRichard L Kravitz,2013,Springer
797,Refactoring Software Packages via Community Detection in Complex Software Networks,Wei-Feng PanBo JiangBing Li,2013,Springer
798,On automating the verification of secure ad-hoc network routing protocols,Ta Vinh ThongLevente Buttyán,2013,Springer
799,Efficacy and Predictors of Success of Noninvasive Ventilation for Prevention of Extubation Failure in Critically Ill Children With Heart Disease,Punkaj GuptaJacob E. KuperstockSana HashmiVickie ArnoldeJeffrey M. GossettParthak ProdhanShekhar VenkataramanStephen J. Roth,2013,Springer
800,Political barriers of implementing carbon markets in Japan: A Public Choice analysis and the empirical evidence before and after the Fukushima nuclear disaster,Sven RudolphFriedrich Schneider,2013,Springer
801,Development of a high temperature treatment device for spent nuclear fuel,Niko KivelNatalia ShcherbinaInes Günther-Leopold,2013,Springer
802,Chemical experiment in Russian schools,D. M. Zhilin,2013,Springer
803,Maintainability defects detection and correction: a multi-objective approach,Ali OuniMarouane KessentiniHouari SahraouiMounir Boukadoum,2013,Springer
804,Identification of generalization refactoring opportunities,Hui LiuZhendong NiuZhiyi MaWeizhong Shao,2013,Springer
805,A phased approach to implementing radio frequency identification technologies within the perioperative process,Jim RyanCarmen LewisBarbara DosterSandra DailyRosemary Glass,2013,Springer
806,Does Odor Knowledge or an Odor Naming Strategy Mediate the Relationship Between Odor Naming and Recognition Memory?,Trevor C. CessnaRobert A. Frank,2013,Springer
807,The Crash of Cougar Flight 491: A Case Study of Offshore Safety and Corporate Social Responsibility,Susan M. Hart,2013,Springer
808,Highway improvement project selection by the joint consideration of cost-benefit and risk criteria,P KelleH SchneiderC RaschkeH Shirazi,2013,Springer
809,Selecting critical suppliers for supplier development to improve supply management,Mithun J. SharmaSong Jin Yu,2013,Springer
810,Effects of Leaflet Stiffness on In Vitro Dynamic Bioprosthetic Heart Valve Leaflet Shape,Hiroatsu SugimotoMichael S. Sacks,2013,Springer
811,"Comparative field evaluation of combinations of long-lasting insecticide treated nets and indoor residual spraying, relative to either method alone, for malaria prevention in an area where the main vector is Anopheles arabiensis",Fredros O OkumuEdgar MbeyelaGodfrey LingambaJason MooreAlex J NtamatungiroDeo R KavisheMichael G KenwardElizabeth TurnerLena M LorenzSarah J Moore,2013,Springer
812,"Evaluation of network resilience, survivability, and disruption tolerance: analysis, topology generation, simulation, and experimentation",James P. G. SterbenzEgemen K. ÇetinkayaMahmood A. HameedAbdul JabbarShi QianJustin P. Rohrer,2013,Springer
813,"Acute kidney injury clinical trial design: old problems, new strategies",Zoltán H. EndreJohn W. Pickering,2013,Springer
814,"Physical and organizational provision for installation, regulatory requirements and implementation of a simultaneous hybrid PET/MR-imaging system in an integrated research and clinical setting",Bernhard SattlerThies JochimsenHenryk BarthelKerstin SommerfeldPatrick StumppKarl-Titus HoffmannMatthias GutberletArno VillringerThomas KahnOsama Sabri,2013,Springer
815,Village chickens management in Wolaita zone of southern Ethiopia,Takele Taye DestaOli Wakeyo,2013,Springer
816,Psychometric validation of the visual function questionnaire-25 in patients with diabetic macular edema,Andrew J LloydJane LoftusMichelle TurnerGinny LaiAndreas Pleil,2013,Springer
817,"OPPL-Galaxy, a Galaxy tool for enhancing ontology exploitation as part of bioinformatics workflows",Mikel Egaña ArangurenJesualdo Tomás Fernández-BreisChris MungallErick AntezanaAlejandro Rodríguez GonzálezMark D Wilkinson,2013,Springer
818,Evolving Genetic Networks for Synthetic Biology,Nasimul NomanLeon PalafoxHitoshi Iba,2013,Springer
819,Efficacy and Degree of Bias in Knee Injury Prevention Studies: A Systematic Review of RCTs,"Nathan L. Grimm BSKevin G. Shea MDRyan W. Leaver DPTStephen K. Aoki MDJames L. Carey MD, MPH",2013,Springer
820,What should developers be aware of? An empirical study on the directives of API documentation,Martin MonperrusMichael EichbergElif TekesMira Mezini,2012,Springer
821,"Environment security: an empirical study of industrialization and the impact on environment in the Dhaka division, Bangladesh",Faruque As SunnyTaonarufaro KarimanziraZuhui Huang,2012,Springer
822,Connecting research and practice: an experience report on research infusion with software architecture visualization and evaluation,Mikael LindvallWilliam C. StrattonDeane E. SibolChristopher AckermannW. Mark ReidDharmalingam GanesanDavid McComasMaureen BartholomewSally Godfrey,2012,Springer
823,JRF-E: using model checking to give advice on eliminating memory model-related bugs,Kyung Hee KimTuba Yavuz-KahveciBeverly A. Sanders,2012,Springer
824,Code-based prioritization: a pre-testing effort to minimize post-release failures,Mitrabinda RayDurga Prasad Mohapatra,2012,Springer
825,A modelling approach to Service oriented Architecture for on-line diagnosis,Mohammed AlodibBehzad Bordbar,2012,Springer
826,Competitive bidding for health insurance contracts: lessons from the online HMO auctions,Alok GuptaStephen T. ParentePallab Sanyal,2012,Springer
827,"Who is the happy warrior? Philosophy, happiness research, and public policy",Martha C. Nussbaum,2012,Springer
828,New constitutional “debt brakes” for Euroland? A question of institutional complementarity,Karsten MauseFriedrich Groeteke,2012,Springer
829,SEON: a pyramid of ontologies for software evolution and its applications,Michael WürschGiacomo GhezziMatthias HertGerald ReifHarald C. Gall,2012,Springer
830,Generalizability and Applicability of Model-Based Business Process Compliance-Checking Approaches — A State-of-the-Art Analysis and Research Roadmap,Jörg BeckerPatrick DelfmannMathias EggertSebastian Schwittay,2012,Springer
831,Intravaginal practices and microbicide acceptability in Papua New Guinea: implications for HIV prevention in a moderate-prevalence setting,Andrew VallelyLisa FitzgeraldVoletta FiyaHerick AenoAngela KellyJoyce SaukMartha KupulJames NeoJohn MillanPeter SibaJohn M Kaldor,2012,Springer
832,19th Annual Conference of the International Society for Quality of Life Research,,2012,Springer
833,An immune-theory-based model for monitoring inter-domain routing system,Yi GuoZhenXing Wang,2012,Springer
834,Active memory controller,Zhen FangLixin ZhangJohn B. CarterSally A. McKeeAli IbrahimMichael A. ParkerXiaowei Jiang,2012,Springer
835,Perception of environmental problems and common mental disorders (CMD),Kátia RochaKatherine PérezMaica Rodríguez-SanzJordi E. ObiolsCarme Borrell,2012,Springer
836,The IEA-EEF European Congress of Epidemiology 2012: Epidemiology for a Fair and Healthy Society,,2012,Springer
837,Constructing high quality use case models: a systematic review of current practices,Mohamed El-AttarJames Miller,2012,Springer
838,Pairwise testing for software product lines: comparison of two approaches,Gilles PerrouinSebastian OsterSagar SenJacques KleinBenoit BaudryYves le Traon,2012,Springer
839,Bottom-Up Analysis of Single-Case Research Designs,Richard I. ParkerKimberly J. Vannest,2012,Springer
840,Evolutionary mechanics: new engineering principles for the emergence of flexibility in a dynamic and uncertain world,James M. WhitacrePhilipp RohlfshagenAxel BenderXin Yao,2012,Springer
841,Consumer Products and Fall-related Injuries in Seniors,"Lauren E. Griffith PhDNazmul Sohel PhDKathryn Walker MSc PTYing Jiang MD, MScYang Mao PhDDoug HopkinsParminder S. Raina PhD",2012,Springer
842,The case for a return to nuclear power,Juris P. Svenne,2012,Springer
843,Are residents of downtown Toronto influenced by their urban neighbourhoods? Using concept mapping to examine neighbourhood characteristics and their perceived impact on self-rated mental well-being,Amanda J SheppardChristina SalmonPriya BalasubramaniamJanet ParsonsGita SinghAmina JabbarQamar ZaidiAllison ScottRosane NisenbaumJim DunnJason RamsayNasim HaquePatricia O’Campo,2012,Springer
844,Towards architecture-based management of platforms in the cloud,Gang HuangXing ChenYing ZhangXiaodong Zhang,2012,Springer
845,Clones: what is that smell?,Foyzur RahmanChristian BirdPremkumar Devanbu,2012,Springer
846,Introduction to the Special Issue on Mining Software Repositories in 2010,Jim WhiteheadThomas Zimmermann,2012,Springer
847,GIS and multi-criteria analysis to select potential sites of agro-industrial complex,Houda SahnounMohamed Moncef SerbajiBoubaker KarrayKhaled Medhioub,2012,Springer
848,"Challenges and opportunities for smallholder livestock production in post-conflict South Kivu, eastern DR Congo",Brigitte L. MaassDieudonné Katunga MusaleWanjiku L. ChiuriAnja GassnerMichael Peters,2012,Springer
849,Does the effect of gender modify the relationship between deprivation and mortality?,Natalia SalcedoMarc SaezBasili BragulatCarme Saurina,2012,Springer
850,Physical activity and fat mass gain in Mexican school-age children: a cohort study,Alejandra JáureguiSalvador VillalpandoEduardo Rangel-BaltazarYaveth A Lara-ZamudioMarcia M Castillo-García,2012,Springer
851,Increasing virtual machine security in cloud environments,Roland SchwarzkopfMatthias SchmidtChristian StrackSimon MartinBernd Freisleben,2012,Springer
852,A visualization system for integrating maintainability design and evaluation at product design stage,Gaoliang PengXin HouJun GaoDebin Cheng,2012,Springer
853,Youth participation in environmental issues: A study with Italian adolescents,Sonia BrondiMauro SarricaAlessio Nencini,2012,Springer
854,Interoperability Test Methodology for ISO 18000-7 Active RFID,Ajay OgiralaPeter J. HawrylakMarlin H. Mickle,2012,Springer
855,Development of antibody-labelled superparamagnetic nanoparticles for the visualisation of benzo[a]pyrene in porous media with magnetic resonance imaging,Martin RiegerGabriele E. SchaumannYamuna Kunhi MouvencheryReinhard NiessnerMichael SeidelThomas Baumann,2012,Springer
856,A Randomized Controlled Trial to Evaluate a Structural Intervention to Promote the Female Condom in New York State,Theresa M. ExnerJames M. TesorieroHaven B. BattlesSusie HoffmanJoanne E. MantellJacqueline CorrealeJessica Adams-SkinnerDara A. ShapiroKirsten RoweRichard A. CotroneoCheng-Shiun LeuJoyce HunterSusan J. Klein,2012,Springer
857,An air quality balance index estimating the total amount of air pollutants at ground level,Paolo TriveroWalter BiaminoMaria BorasiMarco CavagneroMaya MusaCaterina RinaudoVeronica Sesia,2012,Springer
858,An investigation of the applicability of sustainability and lean concepts to small construction projects,Collin KorandaWai Kiong ChongChangwan KimJui-Sheng ChouChangmin Kim,2012,Springer
859,Change of water consumption and its potential influential factors in Shanghai: A cross-sectional study,Hanyi ChenYaying ZhangLinlin MaFangmin LiuWeiwei ZhengQinfeng ShenHongmei ZhangXiao WeiDajun TianGengsheng HeWeidong Qu,2012,Springer
860,An exploratory study of the impact of antipatterns on class change- and fault-proneness,Foutse KhomhMassimiliano Di PentaYann-Gaël GuéhéneucGiuliano Antoniol,2012,Springer
861,Rapid Sample Size Calculations for a Defined Likelihood Ratio Test-Based Power in Mixed-Effects Models,Camille VongMartin BergstrandJoakim NybergMats O. Karlsson,2012,Springer
862,Exposure to heavy metals in blood and risk perception of the population living in the vicinity of municipal waste incinerators in Korea,Chung Soo LeeYoung Wook LimHo Hyun KimJi Yeon YangDong Chun Shin,2012,Springer
863,Comparing removal of trace organic compounds and assimilable organic carbon (AOC) at advanced and traditional water treatment plants,Jie-Chung LouChung-Yi LinJia-Yun HanWei-Biu TsengKai-Lin HsuTing-Wei Chang,2012,Springer
864,Hardware-in-the-loop implementation for an active heave compensated drawworks,Sanin MuraspahicPeter GuLawk FarjiYousef IskandaraniPeng ShiHamid Reza Karimi,2012,Springer
865,Loco-recurrence after resection for ductal adenocarcinoma of the pancreas: predictors and implications for adjuvant chemoradiotherapy,Yaojun ZhangAdam E. FramptonCharis KyriakidesJan J. BongNagy HabibRaida AhmadLong R. Jiao,2012,Springer
866,R&D challenges and solutions for highly complex distributed systems: a middleware perspective,Jules WhiteBrian DoughertyRichard SchantzDouglas C. SchmidtAdam PorterAngelo Corsaro,2012,Springer
867,What NMSAT says about sonification,Jerome Joy,2012,Springer
868,The Effects of Religiosity on Ethical Judgments,Alan G. WalkerJames W. SmitherJason DeBode,2012,Springer
869,On security arguments of the second round SHA-3 candidates,Elena AndreevaAndrey BogdanovBart MenninkBart PreneelChristian Rechberger,2012,Springer
870,A test case refactoring approach for pattern-based software development,Peng-Hua ChuNien-Lin HsuehHong-Hsiang ChenChien-Hung Liu,2012,Springer
871,The Electoral Consequences of Skin Color: The “Hidden” Side of Race in Politics,Vesla M. Weaver,2012,Springer
872,Fuzzy inference and AHP-based alternative evaluation tool in the development of sustainable residential land,In-Su JungChan-Sik Lee,2012,Springer
873,A design of Boolean functions resistant to (fast) algebraic cryptanalysis with efficient implementation,Enes Pasalic,2012,Springer
874,Reusable model transformations,Sagar SenNaouel MohaVincent MahéOlivier BaraisBenoit BaudryJean-Marc Jézéquel,2012,Springer
875,DAFT: Decoupled Acyclic Fault Tolerance,Yun ZhangJae W. LeeNick P. JohnsonDavid I. August,2012,Springer
876,Application of ICP-MS and various computational methods for drinking water quality assessment from the Silesian District (Southern Poland),Robert SkorekMagdalena JablonskaMarzena PolowniakAndrzej KitaPiotr JanoskaFranciszek Buhl,2012,Springer
877,High Incidence of Migration with Poor Initial Fixation of the Accolade® Stem,"Craig A. White MDSasha Carsen MDKevin Rasuli BScRobert J. Feibel MD, FRCSCPaul R. Kim MD, FRCSCPaul E. Beaulé MD, FRCSC",2012,Springer
878,A Between Sex Comparison of Anterior-Posterior Knee Laxity after Anterior Cruciate Ligament Reconstruction with Patellar Tendon or Hamstrings Autograft,Dr Mark V. PaternoAshley M. WeedTimothy E. Hewett,2012,Springer
879,Physical activity and active transport are predicted by adolescents’ different built environment perceptions,Andreia Nogueira PizarroMaria Paula SantosJosé Carlos RibeiroJorge Mota,2012,Springer
880,A mutation operator based on a Pareto ranking for multi-objective evolutionary algorithms,P. M. MateoI. Alberto,2012,Springer
881,The social production of substance abuse and HIV/HCV risk: an exploratory study of opioid-using immigrants from the former Soviet Union living in New York City,Honoria GuarinoSarah K MooreLisa A MarschSal Florio,2012,Springer
882,Theorizing in sociology and social science: turning to the context of discovery,Richard Swedberg,2012,Springer
883,Some problems of Russia’s railway infrastructure,Yu. A. Shcherbanin,2012,Springer
884,A Three-Dimensional Flow and Transport Modeling of an Aquifer Contaminated by Perchloroethylene Subject to Multi-PRB Remediation,Zengguang XuYanqing WuFei Yu,2012,Springer
885,Mining temporal specifications from object usage,Andrzej WasylkowskiAndreas Zeller,2011,Springer
886,The effectiveness of test-driven development: an industrial case study,Tomaž DogšaDavid Batič,2011,Springer
887,Coupling-based transformations of Z specifications into UML diagrams,Andreas Bollin,2011,Springer
888,The Impact of Refactoring to Patterns on Software Quality Attributes,Mohammad Alshayeb,2011,Springer
889,Knowledge visualization for evaluation tasks,Joachim BaumeisterMartina Freiberg,2011,Springer
