Item type,Authors,Editors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Book title,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Notes,Series,Edition,Address
Journal Article,"Devitt C,O'Neill E,Waldron R",,Drivers and barriers among householders to managing domestic wastewater treatment systems in the Republic of Ireland; implications for risk prevention behaviour,Journal of Hydrology,2016,535.0,,534-546,,,2016,,0022-1694,https://www.sciencedirect.com/science/article/pii/S0022169416300403;http://dx.doi.org/10.1016/j.jhydrol.2016.02.015,10.1016/j.jhydrol.2016.02.015,"Summary Septic systems that are malfunctioning, improperly sited or designed, present a contamination risk to drinking water sources, and subsequently, to human health. However, the international literature identifies gaps in householder knowledge regarding the function and maintenance requirements of septic systems, and also the potential health and environmental risk implications. Allied with householder fears related to the financial cost of risk management, these factors tend to reduce concern to recognise a malfunctioning system. In the Republic of Ireland, three-quarters of households in rural areas utilise an individual domestic wastewater treatment system (or septic system). Consequently, a significant portion of rural households that rely on groundwater sources via private-well use are at risk. Ireland reports one of the highest crude incidence rates of Verotoxigenic Escherichia coli (VTEC) infection in the European Union, and waterborne transmission related to contact with untreated or poorly treated water from private water sources is a factor in its transmission. Following recent Irish legislative change that places a duty of care on individual householders to ensure a proper system functioning, this exploratory study examines perceptions towards the risk management of septic systems among Irish householders. Using qualitative research methods, four focus groups selected on the basis of geographical variation, and two semi-structured interviews were conducted. While most householders agreed that poorly maintained septic systems represented a threat to the environment and to public health, none reported to having a regular maintenance routine in place. Thematic analysis revealed the drivers and barriers to septic system maintenance, and preferences of householders pertaining to communication on septic systems. The Health Belief Model is employed to help understand results. Results suggest that householder capacity to engage in regular risk management is reduced by limited perceptions of risk susceptibility and severity, impeding cues to action and barrier concerns. Understanding societal perceptions is central to effectively engaging with the public, and informing an improved approach to future pro-environmental engagement and behaviour.","Domestic wastewater treatment systems, Septic systems, Thematic analysis, Risk perception, Health Belief Model",,,,
Book Chapter,"Allemang D,Hendler J","Allemang D,Hendler J",Chapter 14 - Good and bad modeling practices,,2011,,,307-324,Morgan Kaufmann,Semantic Web for the Working Ontologist (Second Edition),2011,9780123859655.0,,https://www.sciencedirect.com/science/article/pii/B9780123859655100147;http://dx.doi.org/10.1016/B978-0-12-385965-5.10014-7,10.1016/B978-0-12-385965-5.10014-7,"Publisher Summary The basic assumptions behind the Semantic Web—the AAA, Open World, and Nonunique Naming assumptions—place very specific restrictions on the modeling language. The structure of RDF is in the form of statements with familiar grammatical constructs like subject, predicate, and object. The structure of Web Ontology Language (OWL) includes familiar concepts like class, subClassOf, and property. But the meaning of a model is given by the inference rules of OWL, which incorporate the assumptions of the Semantic Web. One can tell if one has built a useful model, one that conforms to these assumptions, by making sure that the inferences it supports are useful and meaningful. According to the AAA slogan, one cannot say that any of the practices in the chapter are “errors” because Anyone can say Anything about Any topic. All of these models are valid expressions in RDF/OWL. However, they are erroneous in the sense that they do not accomplish what the modeler intended by creating them. In each case, the mismatch can be revealed through careful examination of the inferences that the model entails. There are occasions where these modeling constructs are insufficient, and more advanced capabilities are required. Many of these have been included in version 2 of the OWL standard. This chapter outlines some fundamental new capabilities. It provides some of the background one will need to search through the OWL standard documents to explore its rich landscape.",,,,Second Edition,Boston
Journal Article,"Oyetoyan TD,Cruzes DS,Conradi R",,A study of cyclic dependencies on defect profile of software components,Journal of Systems and Software,2013,86.0,12.0,3162-3182,,,2013,,0164-1212,https://www.sciencedirect.com/science/article/pii/S0164121213001878;http://dx.doi.org/10.1016/j.jss.2013.07.039,10.1016/j.jss.2013.07.039,"Background Empirical evidence shows that dependency cycles among software components are pervasive in real-life software systems, although such cycles are known to be detrimental to software quality attributes such as understandability, testability, reusability, build-ability and maintainability. Research goals Can the use of extended object-oriented metrics make us better understand the relationships among cyclic related components and their defect-proneness? Approach First, we extend such metrics to mine and classify software components into two groups – the cyclic and the non-cyclic ones. Next, we have performed an empirical study of six software applications. Using standard statistical tests on four different hypotheses, we have determined the significance of the defect profiles of both groups. Results Our results show that most defects and defective components are concentrated in cyclic-dependent components, either directly or indirectly. Discussion and conclusion These results have important implications for software maintenance and system testing. By identifying the most defect-prone set in a software system, it is possible to effectively allocate testing resources in a cost efficient manner. Based on these results, we demonstrate how additional structural properties could be collected to understand component's defect proneness and aid decision process in refactoring defect-prone cyclic related components.","Dependency cycle, Defects, Defect-prone components",,,,
Journal Article,"Eghan EE,Moslehi P,Rilling J,Adams B",,The missing link – A semantic web based approach for integrating screencasts with security advisories,Information and Software Technology,2020,117.0,,106197,,,2020,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584919302046;http://dx.doi.org/10.1016/j.infsof.2019.106197,10.1016/j.infsof.2019.106197,"Context Collaborative tools and repositories have been introduced to facilitate open source software development, allowing projects, developers, and users to share their knowledge and expertise through formal and informal channels such as repositories, Q&A websites, blogs and screencasts. While significant progress has been made in mining and cross-linking traditional software repositories, limited work exists in making multimedia content in the form of screencasts or audio recordings an integrated part of software engineering processes. Objective The objective of this research is to provide a standardized ontological representation that allows for a seamless knowledge integration of screencasts with other software artifacts across knowledge resource boundaries. Method In this paper, we propose a modeling approach that takes advantage of the Semantic Web and its inference services to capture and establish traceability links between knowledge extracted from different resources such as vulnerability information in NVD, project dependency information from Maven Central, and YouTube screencasts. Results We performed a case study on 48 videos that illustrate attacks on vulnerable systems and show that our approach can successfully link relevant vulnerabilities and screencasts with an average precision of 98% and an average recall of 54% when vulnerability identifiers (CVE ID) are explicitly mentioned in the metadata (title and description) of videos. When no CVE ID is present, our initial results show that for a reduced search space (for one vulnerability), using only the textual content of the image frames, our approach is still able to link video-vulnerability pairs and rank the correct result within the top two positions of the result set. Conclusion Our approach not only establishes bi-directional, direct, and indirect traceability links from screencasts to these other software artifacts; these links can also be used to guide practitioners in comprehending the potential security impact of vulnerable components in their projects.","Crowd-based documentation, Mining video content, Software security vulnerabilities, Software dependencies, Software traceability, Semantic knowledge modeling, Semantic web",,,,
Journal Article,"Shen L,Chen H,Yu Z,Kang W,Zhang B,Li H,Yang B,Liu D",,Evolving support vector machines using fruit fly optimization for medical data classification,Knowledge-Based Systems,2016,96.0,,61-75,,,2016,,0950-7051,https://www.sciencedirect.com/science/article/pii/S0950705116000125;http://dx.doi.org/10.1016/j.knosys.2016.01.002,10.1016/j.knosys.2016.01.002,"In this paper, a new support vector machines (SVM) parameter tuning scheme that uses the fruit fly optimization algorithm (FOA) is proposed. Termed as FOA-SVM, the scheme is successfully applied to medical diagnosis. In the proposed FOA-SVM, the FOA technique effectively and efficiently addresses the parameter set in SVM. Additionally, the effectiveness and efficiency of FOA-SVM is rigorously evaluated against four well-known medical datasets, including the Wisconsin breast cancer dataset, the Pima Indians diabetes dataset, the Parkinson dataset, and the thyroid disease dataset, in terms of classification accuracy, sensitivity, specificity, AUC (the area under the receiver operating characteristic (ROC) curve) criterion, and processing time. Four competitive counterparts are employed for comparison purposes, including the particle swarm optimization algorithm-based SVM (PSO-SVM), genetic algorithm-based SVM (GA-SVM), bacterial forging optimization-based SVM (BFO-SVM), and grid search technique-based SVM (Grid-SVM). The empirical results demonstrate that the proposed FOA-SVM method can obtain much more appropriate model parameters as well as significantly reduce the computational time, which generates a high classification accuracy. Promisingly, the proposed method can be regarded as a useful clinical tool for medical decision making.","Support vector machine, Parameter optimization, Fruit fly optimization, Medical diagnosis",,,,
Journal Article,"Silva B,Sant'Anna C,Rocha N,Chavez C",,The effect of automatic concern mapping strategies on conceptual cohesion measurement,Information and Software Technology,2016,75.0,,56-70,,,2016,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584916300520;http://dx.doi.org/10.1016/j.infsof.2016.03.006,10.1016/j.infsof.2016.03.006,"Context: Cohesion has been recognized as an important quality attribute of software design across decades. It can be defined as the degree to which a module is focused on a single concern of software. A concern is any concept, feature, requirement or property of the problem or solution domain. Conceptual cohesion is an alternative way of cohesion measurement based on what concerns each module addresses. Therefore, adopting a strategy to map concerns to source code elements is challenging but necessary. Objective: We aim at providing empirical evidence about whether automatic concern mapping strategies are already ready to be used effectively for conceptual cohesion measurement. Method: We carried out an empirical study to assess the ability of conceptual cohesion measurement using different automatic concern mapping strategies in selecting the least cohesive modules. Results: Conceptual cohesion measurements over the two analyzed mapping strategies performed weakly in the ability of selecting the least cohesive modules. We then provide a discussion to explain the reasons. Conclusion: Concern mapping strategies should be carefully chosen for conceptual cohesion measurement, specially if automatic mapping is under consideration. Manual mapping is still the most reliable way for computing conceptual cohesion. We pointed out limitations in automatic mapping strategies that go beyond conceptual cohesion measurement purposes and which should be considered in future research or applications in industry.","Module cohesion, Cohesion metrics, Concern mapping, Comparative empirical study",,,,
Book Chapter,"Allemang D,Hendler J","Allemang D,Hendler J",Chapter 12 - Good and Bad Modeling Practices,,2008,,,271-291,Morgan Kaufmann,Semantic Web for the Working Ontologist,2008,9780123735560.0,,https://www.sciencedirect.com/science/article/pii/B9780123735560000125;http://dx.doi.org/10.1016/B978-0-12-373556-0.00012-5,10.1016/B978-0-12-373556-0.00012-5,"Publisher Summary The basic assumptions behind the Semantic Web—the AAA (Anyone can say Anything about Any topic), Open World, and Nonunique Naming assumptions—place very specific restrictions on the modeling language. The structure of RDF (Resource Description Framework) is in the form of statements with familiar grammatical constructs like subject, predicate, and object. The structure of OWL (Web Ontology Language) includes familiar concepts like class and property. But the meaning of a model is given by the inference rules of OWL, which incorporate the assumptions of the Semantic Web. All of these models are valid expressions in RDF/OWL, but they are erroneous in the sense that they do not accomplish what the modeler intended by creating them. In each case, the mismatch can be revealed through careful examination of the inferences that the model entails. In some cases (like the objectification error), the requirements themselves are inconsistent with the Semantic Web assumptions. In other cases (like the exclusivity error), the requirements are quite consistent with the Semantic Web assumptions and can be modeled easily with a simple pattern. The support that a model provides for question answering is given formally by the inferences that the model entails. As far as an inference engine is concerned, entities in the model could have any name at all, like G0001 or Node97. But names of this sort are of little help when perusing a model to determine whether it can satisfy one's own goals.",,,,,San Francisco
Journal Article,"Bipp T,Lepper A,Schmedding D",,Pair programming in software development teams – An empirical study of its benefits,Information and Software Technology,2008,50.0,3.0,231-240,,,2008,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584907000596;http://dx.doi.org/10.1016/j.infsof.2007.05.006,10.1016/j.infsof.2007.05.006,"We present the results of an extensive and substantial case study on pair programming, which was carried out in courses for software development at the University of Dortmund, Germany. Thirteen software development teams with about 100 students took part in the experiments. The groups were divided into two sets with different working conditions. In one set, the group members worked on their projects in pairs. Even though the paired teams could only use half of the workstations the teams of individual workers could use, the paired teams produced nearly as much code as the teams of individual workers at the same time. In addition, the code produced by the paired teams was easier to read and to understand. This facilitates finding errors and maintenance.","Pair programming, Empirical software engineering, Quality of software",,,,
Journal Article,"van Deursen A,Mesbah A,Nederlof A",,Crawl-based analysis of web applications: Prospects and challenges,Science of Computer Programming,2015,97.0,,173-180,,,2015,,0167-6423,https://www.sciencedirect.com/science/article/pii/S0167642314003815;http://dx.doi.org/10.1016/j.scico.2014.09.005,10.1016/j.scico.2014.09.005,"In this paper we review five years of research in the field of automated crawling and testing of web applications. We describe the open source Crawljax tool, and the various extensions that have been proposed in order to address such issues as cross-browser compatibility testing, web application regression testing, and style sheet usage analysis. Based on that we identify the main challenges and future directions of crawl-based testing of web applications. In particular, we explore ways to reduce the exponential growth of the state space, as well as ways to involve the human tester in the loop, thus reconciling manual exploratory testing and automated test input generation. Finally, we sketch the future of crawl-based testing in the light of upcoming developments, such as the pervasive use of touch devices and mobile computing, and the increasing importance of cyber-security.","Test automation, Web crawling, Software evolution",Special Issue on New Ideas and Emerging Results in Understanding Software,,,
Book Chapter,Betz CT,Betz CT,Chapter 3 - Patterns for the IT Processes,,2011,,,151-241,Morgan Kaufmann,"Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler's Children (Second Edition)",2011,9780123850171.0,,https://www.sciencedirect.com/science/article/pii/B9780123850171000031;http://dx.doi.org/10.1016/B978-0-12-385017-1.00003-1,10.1016/B978-0-12-385017-1.00003-1,"Publisher Summary This chapter discusses the major IT processes and some nonobvious, interesting patterns for implementing them, especially across functional boundaries. Such integrations represent a clear maturation of any large IT organization, as these processes are larger grained and deliver higher-order value. But they are not the highest order of value, which is to be found in the longest lived value streams of technology product, asset, infrastructure service, and application service. The pervasive effect of these lifecycles on the IT capability as a whole indicates the value to be found in managing them. The objective of the pattern analysis is to tie the system's architecture, data, and processes together across the functional barriers, so that the value chain (and its governance) is enabled. The patterns focus especially on breaking down the functional boundaries between IT planning, solution development, and service management, and enabling the accuracy of the core information store at the heart of well-managed IT. The chapter focuses on patterns for the nine major IT processes: accept demand, execute project, deliver release, complete change, fulfill service request, deliver transactional service, restore service, improve service, and retire service. Because processes are known for crossing functions and sharing data, describing specifically how these coordinations may take place is the primary goal of this discussion. A “Lifecycle implications” section at the end of each process discussion examines how that process affects the longer lived IT portfolio lifecycles (application service, infrastructure service, asset, and technology product).",,,,Second Edition,Boston
Journal Article,"Sampaio L,Garcia A",,Exploring context-sensitive data flow analysis for early vulnerability detection,Journal of Systems and Software,2016,113.0,,337-361,,,2016,,0164-1212,https://www.sciencedirect.com/science/article/pii/S0164121215002873;http://dx.doi.org/10.1016/j.jss.2015.12.021,10.1016/j.jss.2015.12.021,"Secure programming is the practice of writing programs that are resistant to attacks by malicious people or programs. Programmers of secure software have to be continuously aware of security vulnerabilities when writing their program statements. In order to improve programmers’ awareness, static analysis techniques have been devised to find vulnerabilities in the source code. However, most of these techniques are built to encourage vulnerability detection a posteriori, only when developers have already fully produced (and compiled) one or more modules of a program. Therefore, this approach, also known as late detection, does not support secure programming but rather encourages posterior security analysis. The lateness of vulnerability detection is also influenced by the high rate of false positives yielded by pattern matching, the underlying mechanism used by existing static analysis techniques. The goal of this paper is twofold. First, we propose to perform continuous detection of security vulnerabilities while the developer is editing each program statement, also known as early detection. Early detection can leverage his knowledge on the context of the code being created, contrary to late detection when developers struggle to recall and fix the intricacies of the vulnerable code they produced from hours to weeks ago. Second, we explore context-sensitive data flow analysis (DFA) for improving vulnerability detection and mitigate the limitations of pattern matching. DFA might be suitable for finding if an object has a vulnerable path. To this end, we have implemented a proof-of-concept Eclipse plugin for continuous DFA-based detection of vulnerabilities in Java programs. We also performed two empirical studies based on several industry-strength systems to evaluate if the code security can be improved through DFA and early vulnerability detection. Our studies confirmed that: (i) the use of context-sensitive DFA significantly reduces the rate of false positives when compared to existing techniques, without being detrimental to the detector performance, and (ii) early detection improves the awareness among developers and encourages programmers to fix security vulnerabilities promptly.","Early detection, Data flow analysis, Secure programming",,,,
Journal Article,"Alves NS,Mendes TS,de Mendonça MG,Spínola RO,Shull F,Seaman C",,Identification and management of technical debt: A systematic mapping study,Information and Software Technology,2016,70.0,,100-121,,,2016,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584915001743;http://dx.doi.org/10.1016/j.infsof.2015.10.008,10.1016/j.infsof.2015.10.008,"Context The technical debt metaphor describes the effect of immature artifacts on software maintenance that bring a short-term benefit to the project in terms of increased productivity and lower cost, but that may have to be paid off with interest later. Much research has been performed to propose mechanisms to identify debt and decide the most appropriate moment to pay it off. It is important to investigate the current state of the art in order to provide both researchers and practitioners with information that enables further research activities as well as technical debt management in practice. Objective This paper has the following goals: to characterize the types of technical debt, identify indicators that can be used to find technical debt, identify management strategies, understand the maturity level of each proposal, and identify what visualization techniques have been proposed to support technical debt identification and management activities. Method A systematic mapping study was performed based on a set of three research questions. In total, 100 studies, dated from 2010 to 2014, were evaluated. Results We proposed an initial taxonomy of technical debt types, created a list of indicators that have been proposed to identify technical debt, identified the existing management strategies, and analyzed the current state of art on technical debt, identifying topics where new research efforts can be invested. Conclusion The results of this mapping study can help to identify points that still require further investigation in technical debt research.","Technical debt, Software maintenance, Software engineering, Systematic mapping",,,,
Journal Article,"Horridge M,Bail S,Parsia B,Sattler U",,Toward cognitive support for OWL justifications,Knowledge-Based Systems,2013,53.0,,66-79,,,2013,,0950-7051,https://www.sciencedirect.com/science/article/pii/S0950705113002578;http://dx.doi.org/10.1016/j.knosys.2013.08.021,10.1016/j.knosys.2013.08.021,"Justifications are the dominant form of explanation for entailments of OWL ontologies, with popular OWL ontology editors, such as Protégé 4, providing justification-based explanation facilities. A justification is a minimal subset of an ontology which is sufficient for an entailment to hold; they correspond to the premises of a proof. Unlike proofs, however, justifications do not articulate how their axioms support the entailment. We frequently observe that ontology developers find certain justifications difficult to work with; and while in some cases the sources of difficulty are obvious (such as a large number of axioms), we do not have a good general understanding of what makes justifications easy or difficult for ontology users. In this paper, we present an approach to determining the cognitive complexity of justifications for entailments of OWL ontologies. We describe an exploratory study which forms the basis for a cognitive complexity model that predicts the complexity of OWL justifications, and present the results of validating that model via experiments involving OWL users. This is concluded by an investigation into strategies OWL users apply to support them in understanding justifications. Our contributions include an evaluation of the cognitive complexity model, new insights into the complexity of justifications for entailments of OWL ontologies, a significant corpus with novel analyses of justifications suitable for experimentation, and an experimental protocol suitable for model validation and refinement.","Semantic Web, Description Logics, Web Ontology Language, Ontology debugging, Explanation",,,,
Journal Article,"Romano S,Fucci D,Scanniello G,Turhan B,Juristo N",,Findings from a multi-method study on test-driven development,Information and Software Technology,2017,89.0,,64-77,,,2017,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584917302550;http://dx.doi.org/10.1016/j.infsof.2017.03.010,10.1016/j.infsof.2017.03.010,"Context Test-driven development (TDD) is an iterative software development practice where unit tests are defined before production code. A number of quantitative empirical investigations have been conducted about this practice. The results are contrasting and inconclusive. In addition, previous studies fail to analyze the values, beliefs, and assumptions that inform and shape TDD. Objective We present a study designed, and conducted to understand the values, beliefs, and assumptions about TDD. Participants were novice and professional software developers. Method We conducted an ethnographically-informed study with 14 novice software developers, i.e., graduate students in Computer Science at the University of Basilicata, and six professional software developers (with one to 10 years work experience). The participants worked on the implementation of a new feature for an existing software written in Java. We immersed ourselves in the context of our study. We collected qualitative information by means of audio recordings, contemporaneous field notes, and other kinds of artifacts. We collected quantitative data from the integrated development environment to support or refute the ethnography results. Results The main insights of our study can be summarized as follows: (i) refactoring (one of the phases of TDD) is not performed as often as the process requires and it is considered less important than other phases, (ii) the most important phase is implementation, (iii) unit tests are almost never up-to-date, and (iv) participants first build in their mind a sort of model of the source code to be implemented and only then write test cases. The analysis of the quantitative data supported the following qualitative findings: (i), (iii), and (iv). Conclusions Developers write quick-and-dirty production code to pass the tests, do not update their tests often, and ignore refactoring.","Ethnographically-informed study, Qualitative study, Test driven development",,,,
Book Chapter,Shivakumar SK,Shivakumar SK,1 - Architecting Scalable Enterprise Web Applications,,2015,,,1-57,Morgan Kaufmann,"Architecting High Performing, Scalable and Available Enterprise Web Applications",2015,9780128022580.0,,https://www.sciencedirect.com/science/article/pii/B9780128022580000019;http://dx.doi.org/10.1016/B978-0-12-802258-0.00001-9,10.1016/B978-0-12-802258-0.00001-9,"Scalability of an enterprise application is critical to the success of its online strategy and business. Business needs its online platform to be scalable to sustain the growth, and this requires the enterprise web applications to efficiently handle the increased user traffic and input data volume with acceptable performance. In this chapter, we will look at various aspects of scalability such as scalability dimensions, key tenets, scalability challenges, scalability best practices, scalability patterns, and a comprehensive process to achieve scalability. A deep-dive analysis of scalability is elaborated, which includes layer-wise scalability, fault tolerance, distributed computing, sizing and capacity planning, scalable software design, load distribution, services scalability, database scalability, storage scalability, and virtualization techniques. The patterns, challenges, and best practices are all analyzed from hardware and software perspectives. The chapter also discusses various scalability testing methods and scalability-related anti-patterns. We then examine a case study at the end of this chapter where we look at a business scenario close to real world and apply the patterns and best practices discussed in the chapter to design a scalable system.","Scalability dimensions, scalability best practices, scalability patterns, scalability challenges, fault tolerance, failover, redundancy, clustered deployment, horizontal clustering, vertical clustering, stateless session, lightweight design, on-demand data loading, resource pooling, replication, service-oriented architecture, virtualization, sizing and capacity planning, scalability testing, scalable software design, load distribution",,,,Boston
Journal Article,"Garousi V,Felderer M,Kılıçaslan FN",,A survey on software testability,Information and Software Technology,2019,108.0,,35-64,,,2019,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584918302490;http://dx.doi.org/10.1016/j.infsof.2018.12.003,10.1016/j.infsof.2018.12.003,"Context Software testability is the degree to which a software system or a unit under test supports its own testing. To predict and improve software testability, a large number of techniques and metrics have been proposed by both practitioners and researchers in the last several decades. Reviewing and getting an overview of the entire state-of-the-art and state-of-the-practice in this area is often challenging for a practitioner or a new researcher. Objective Our objective is to summarize the body of knowledge in this area and to benefit the readers (both practitioners and researchers) in preparing, measuring and improving software testability. Method To address the above need, the authors conducted a survey in the form of a systematic literature mapping (classification) to find out what we as a community know about this topic. After compiling an initial pool of 303 papers, and applying a set of inclusion/exclusion criteria, our final pool included 208 papers (published between 1982 and 2017). Results The area of software testability has been comprehensively studied by researchers and practitioners. Approaches for measurement of testability and improvement of testability are the most-frequently addressed in the papers. The two most often mentioned factors affecting testability are observability and controllability. Common ways to improve testability are testability transformation, improving observability, adding assertions, and improving controllability. Conclusion This paper serves for both researchers and practitioners as an “index” to the vast body of knowledge in the area of testability. The results could help practitioners measure and improve software testability in their projects. To assess potential benefits of this review paper, we shared its draft version with two of our industrial collaborators. They stated that they found the review useful and beneficial in their testing activities. Our results can also benefit researchers in observing the trends in this area and identify the topics that require further investigation.","Software testing, Software testability, Survey, Systematic literature mapping, Systematic literature review, Systematic mapping",,,,
Book Chapter,Hughes R,Hughes R,Chapter 8 - Adapting Agile for Data Warehousing,,2013,,,251-302,Morgan Kaufmann,Agile Data Warehousing Project Management,2013,9780123964632.0,,https://www.sciencedirect.com/science/article/pii/B9780123964632000089;http://dx.doi.org/10.1016/B978-0-12-396463-2.00008-9,10.1016/B978-0-12-396463-2.00008-9,,,,,,Boston
Journal Article,"Alkhazi B,Abid C,Kessentini M,Wimmer M",,On the value of quality attributes for refactoring ATL model transformations: A multi-objective approach,Information and Software Technology,2020,120.0,,106243,,,2020,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584919302617;http://dx.doi.org/10.1016/j.infsof.2019.106243,10.1016/j.infsof.2019.106243,"Context Model transformations play a fundamental role in Model-Driven Engineering (MDE) as they are used to manipulate models and to transform them between source and target metamodels. However, model transformation programs lack significant support to maintain good quality which is in contrast to established programming paradigms such as object-oriented programming. In order to improve the quality of model transformations, the majority of existing studies suggest manual support for the developers to execute a number of refactoring types on model transformation programs. Other recent studies aimed to automate the refactoring of model transformation programs, mostly focusing on the ATLAS Transformation Language (ATL), by improving mainly few quality metrics using a number of refactoring types. Objective In this paper, we propose a novel set of quality attributes to evaluate refactored ATL programs based on the hierarchical quality model QMOOD. Method We used the proposed quality attributes to guide the selection of the best refactorings to improve ATL programs using multi-objective search. Results We validate our approach on a comprehensive dataset of model transformations. The statistical analysis of our experiments on 30 runs shows that our automated approach recommended useful refactorings based on a benchmark of ATL transformations and compared to random search, mono-objective search formulation, a previous work based on a different formulation of multi-objective search with few quality metrics, and a semi-automated refactoring approach not based on heuristic search. Conclusion All these existing studies did not use our QMOOD adaptation for ATL which confirms the relevance of our quality attributes to guide the search for good refactoring suggestions.","Search based software engineering, Model transformations, Quality attributes, Refactoring",,,,
Journal Article,"Vogel-Heuser B,Fay A,Schaefer I,Tichy M",,Evolution of software in automated production systems: Challenges and research directions,Journal of Systems and Software,2015,110.0,,54-84,,,2015,,0164-1212,https://www.sciencedirect.com/science/article/pii/S0164121215001818;http://dx.doi.org/10.1016/j.jss.2015.08.026,10.1016/j.jss.2015.08.026,"Abstract Coping with evolution in automated production systems implies a cross-disciplinary challenge along the system's life-cycle for variant-rich systems of high complexity. The authors from computer science and automation provide an interdisciplinary survey on challenges and state of the art in evolution of automated production systems. Selected challenges are illustrated on the case of a simple pick and place unit. In the first part of the paper, we discuss the development process of automated production systems as well as the different type of evolutions during the system's life-cycle on the case of a pick and place unit. In the second part, we survey the challenges associated with evolution in the different development phases and a couple of cross-cutting areas and review existing approaches addressing the challenges. We close with summarizing future research directions to address the challenges of evolution in automated production systems.","Evolution, Automation, Automated production systems, Software engineering",,,,
Journal Article,"Kolahdouz-Rahimi S,Lano K,Sharbaf M,Karimi M,Alfraihi H",,A comparison of quality flaws and technical debt in model transformation specifications,Journal of Systems and Software,2020,169.0,,110684,,,2020,,0164-1212,https://www.sciencedirect.com/science/article/pii/S0164121220301382;http://dx.doi.org/10.1016/j.jss.2020.110684,10.1016/j.jss.2020.110684,"The quality of model transformations (MT) has high impact on model-driven engineering (MDE) software development approaches, because of the central role played by transformations in MDE for refining, migrating, refactoring and other operations on models. For programming languages, a popular paradigm for code quality is the concept of technical debt (TD), which uses the analogy that quality flaws in code are a debt burden carried by the software, which must either be ‘redeemed’ by expending specific effort to remove its flaws, or be tolerated, with ongoing additional costs to maintenance due to the flaws. Whilst the analysis and management of quality flaws and TD in programming languages has been investigated in depth over several years, less research on the topic has been carried out for model transformations. In this paper we investigate the characteristics of quality flaws and technical debt in model transformation languages, based upon systematic analysis of over 100 transformation cases in four leading MT languages. Based on quality flaw indicators for TD, we identify significant differences in the level and kinds of technical debt in different MT languages, and we propose ways in which TD in MT can be reduced and managed.","Model transformations, Technical debt, Software quality",,,,
Book Chapter,"Ricca F,Leotta M,Stocco A",Memon AM,Chapter Three - Three Open Problems in the Context of E2E Web Testing and a Vision: NEONATE,,2019,113.0,,89-133,Elsevier,,2019,,0065-2458,https://www.sciencedirect.com/science/article/pii/S0065245818300652;http://dx.doi.org/10.1016/bs.adcom.2018.10.005,10.1016/bs.adcom.2018.10.005,"Web applications are critical assets of our society and thus assuring their quality is of undeniable importance. Despite the advances in software testing, the ever-increasing technological complexity of these applications makes it difficult to prevent errors. In this work, we provide a thorough description of the three open problems hindering web test automation: fragility problem, strong coupling and low cohesion problem, and incompleteness problem. We conjecture that a major breakthrough in test automation is needed, because the problems are closely correlated, and hence need to be attacked together rather than separately. To this aim, we describe Neonate, a novel integrated testing environment specifically designed to empower the web tester. Our utmost purpose is to make the research community aware of the existence of the three problems and their correlation, so that more research effort can be directed in providing solutions and tools to advance the state of the art of web test automation.","Web testing, End-to-end testing, Page object pattern, Robust locators, Reverse engineering, Selenium, Development effort, Maintenance effort",,Advances in Computers,,
Journal Article,"Berlato S,Ceccato M",,A large-scale study on the adoption of anti-debugging and anti-tampering protections in android apps,Journal of Information Security and Applications,2020,52.0,,102463,,,2020,,2214-2126,https://www.sciencedirect.com/science/article/pii/S2214212619305976;http://dx.doi.org/10.1016/j.jisa.2020.102463,10.1016/j.jisa.2020.102463,"Android apps are subject to malicious reverse engineering and code tampering for many reasons, like premium features unlocking and malware piggybacking. Scientific literature and practitioners proposed several Anti-Debugging and Anti-Tampering protections, readily implementable by app developers, to empower Android apps to react against malicious reverse engineering actively. However, the extent to which Android app developers deploy these protections is not known. In this paper, we describe a large-scale study on Android apps to quantify the practical adoption of Anti-Debugging and Anti-Tampering protections. We analyzed 14,173 apps from 2015 and 23,610 apps from 2019 from the Google Play Store. Our analysis shows that 59% of these apps implement neither Anti-Debugging nor Anti-Tampering protections. Moreover, half of the remaining apps deploy only one protection, not exploiting the variety of available protections. We also observe that app developers prefer Java to Native protections by a ratio of 99 to 1. Finally, we note that apps in 2019 employ more protections against reverse engineering than apps in 2015.","Anti-debugging, Anti-tampering, Android apps, Static analysis",,,,
